SNR_o [dB],SNR_e [dB],BER,PER,RMSE cfo,RMSE sto,preamble miss rate,preamble false rate,SNR estimation matrix (100 columns)
-1.000000000000000000e+01,-9.733488984904941077e-01,5.000000000000000000e-01,1.000000000000000000e+00,1.726581759626963364e-01,5.016878854178163039e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.112088286645255553e-01,4.645757924815070716e-02,1.599433595712088652e-01,1.785578952637170702e-01,1.295360357880734337e-01,5.695155454095013337e-02,5.345051277032637251e-03,5.014069939495651579e-02,3.284526251966563559e-01,1.149338710569393351e-01,1.375650559664061967e-01,1.247446714502082610e-01,8.177738940959088099e-02,1.236932340616963555e-01,-1.380968849381032128e-02,1.683080841940778616e-01,3.520388441262054663e-02,1.719043829567008519e-01,1.330266340025108018e-01,1.401737128143498885e-02,3.483710980268876767e-02,2.254671510151487202e-01,2.926997990015856727e-02,1.202231841376585203e-01,6.007306118578028403e-02,1.378234585897394546e-02,1.748106726489570273e-01,4.033967264113188372e-02,2.338306977926707664e-01,6.154896353588674290e-02,2.322934757663145666e-01,3.811254342703480902e-02,1.724252038641630180e-01,1.087949786129086133e-01,8.024909389605957080e-03,1.530910824011475768e-01,1.722223361881081438e-01,1.450072281298737942e-01,1.628772005548006496e-01,1.038559860535701040e-01,9.111744831438577108e-02,2.206521213870260290e-01,1.359685371299934331e-01,1.313108348764593404e-02,4.194119070363962892e-02,-1.511080758066043507e-02,1.284360825740013812e-01,7.351514413526528957e-02,9.057734667525771388e-02,1.258523800140392557e-01,1.481201364887177636e-02,-7.515962726031896746e-02,7.838974244937568781e-02,1.262558324946424504e-01,1.659785229236251380e-01,3.670867943946871242e-02,6.339365087567855328e-02,8.686037490797826610e-02,9.902936554317360446e-03,1.395690791103700867e-01,4.206344139545854788e-02,6.959786922026822698e-02,1.432369984002628341e-02,7.295156105050328021e-02,1.120586675580089592e-01,-1.225491522994044853e-02,1.952953951115723452e-01,1.600042276998601409e-01,4.640897225449269747e-02,1.245275382678672355e-01,2.087685013618390817e-01,8.291699842313252078e-02,3.353855450115083431e-02,1.062387274620820027e-01,5.215117595157288399e-02,1.063923220355187799e-01,-2.297085429617894831e-02,7.248293584586820715e-02,4.259539566656803111e-02,-2.286301492555027973e-02,2.713743578846261051e-01,1.202941703223344740e-02,1.320592545805265028e-01,5.333460982902778202e-02,-1.478124306726999286e-02,1.602045628518848630e-01,4.812522441560954795e-02,1.749806992805164330e-01,1.438021360114448977e-01,1.022049861770978757e-01,1.297481186547825294e-01,2.767578005626981641e-01,1.209430412976948560e-01,9.198841968216678322e-02,7.643478061599688622e-02,1.114033330025602508e-01,7.379432844106560696e-02,1.542714336260913033e-01,1.192417171700420747e-01,1.894469229387739651e-01
-9.000000000000000000e+00,2.665110150950589230e-02,5.000000000000000000e-01,1.000000000000000000e+00,1.726581759626963364e-01,4.761916138751290362e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.350142152337671098e-01,6.752086815859903446e-02,1.893398073899236200e-01,2.055640106615069240e-01,1.588036131329981504e-01,8.016190331494098265e-02,2.841411090600605774e-02,7.636815421380950542e-02,3.563119142635214898e-01,1.411058612254499356e-01,1.659071365599362191e-01,1.505124897285138874e-01,1.092118639793633883e-01,1.464732769478812591e-01,9.072834668031444505e-03,2.019097623262118280e-01,5.946533945690757328e-02,1.959893613418056402e-01,1.609821989690014277e-01,3.750685438781461295e-02,6.351922783487409796e-02,2.539483156178457546e-01,5.358105250034480432e-02,1.556112087413152878e-01,8.321134424522937112e-02,3.930144383068036318e-02,2.023543746151238998e-01,6.404455924252007437e-02,2.657015552156208327e-01,8.684730853182655308e-02,2.628171387931597658e-01,6.204961080046718369e-02,1.987395135088976528e-01,1.336827634619313088e-01,3.279983286164758066e-02,1.808906623944525616e-01,2.006654148207533683e-01,1.677121789626186410e-01,1.900187982913419116e-01,1.267518450185785017e-01,1.124351565968209760e-01,2.474611802476153199e-01,1.587171547503463953e-01,3.528710606999903299e-02,6.846406912376151732e-02,8.233799423090746444e-03,1.556445196320968283e-01,9.531100368375332310e-02,1.151130470664045030e-01,1.539148899066979381e-01,3.688975009232233621e-02,-5.164023798487322320e-02,1.044904210949894052e-01,1.547416339815911590e-01,1.924684682441456240e-01,5.940525264376755182e-02,9.080906176209367631e-02,1.122677734133240707e-01,3.287206794502948309e-02,1.676959436741610465e-01,6.405493639943098116e-02,9.886185683526553525e-02,3.498708074438405813e-02,9.390263591066419502e-02,1.430025921087970386e-01,1.029401280030586840e-02,2.243053833333160663e-01,1.878089586007250233e-01,7.325180527355050486e-02,1.519077108445417990e-01,2.358872591813830077e-01,1.053769918123601129e-01,5.645424874939795890e-02,1.325062021904171439e-01,7.292743091799842869e-02,1.349571529940222503e-01,-9.897273568191923901e-04,1.023078649882558644e-01,6.777776449061392872e-02,1.884769092785556262e-03,3.045903199989534738e-01,3.240581511806362586e-02,1.599085358536662949e-01,7.829135814975171637e-02,4.326133560863613600e-03,1.844923524898280376e-01,7.361708577678019449e-02,2.033351526365488049e-01,1.730694882099702570e-01,1.246557962354809257e-01,1.562022531709210127e-01,3.054053479372544899e-01,1.444392762513623529e-01,1.228298235828495233e-01,9.880063861228789712e-02,1.382809537655830812e-01,9.423578167939290762e-02,1.845989648414550210e-01,1.439179384211401735e-01,2.220031797292767173e-01
-8.000000000000000000e+00,1.026651101509505892e+00,5.000000000000000000e-01,1.000000000000000000e+00,1.726581759626963364e-01,3.878375747332896140e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.653591503195272483e-01,9.464574436648567901e-02,2.259145032317350921e-01,2.394429659926080589e-01,1.951040273012246973e-01,1.097061265290400073e-01,5.763113985551704399e-02,1.092686116998924789e-01,3.914370708852528691e-01,1.742220181702895387e-01,2.014221840400025054e-01,1.829536185748656951e-01,1.435380288715896180e-01,1.756698190499193235e-01,3.818959158849828672e-02,2.433275695106854875e-01,9.013192253409213484e-02,2.268343060372662590e-01,1.958350224141865159e-01,6.723641795987772563e-02,9.906227177181821386e-02,2.897965956849267721e-01,8.412329434103889281e-02,1.989773452981003776e-01,1.127265082660035556e-01,7.155521611950113603e-02,2.369105441250868582e-01,9.416831167285781568e-02,3.053913771098598628e-01,1.187589130669749610e-01,3.007867837817919110e-01,9.234465374056100018e-02,2.320101924911079083e-01,1.650687523337655560e-01,6.418504406872287127e-02,2.160132219060916514e-01,2.362090943646223407e-01,1.966897306031800130e-01,2.239882234170245401e-01,1.558682614303852632e-01,1.399022216873514191e-01,2.811466100527589274e-01,1.874782288780811323e-01,6.353859788230377392e-02,1.016575214635144636e-01,3.773834824663869353e-02,1.897093236056999754e-01,1.233027683186628670e-01,1.460440444520827163e-01,1.888129103375542073e-01,6.506231580963467431e-02,-2.214643351053647777e-02,1.371196552053938200e-01,1.903279949505540525e-01,2.258210434711526715e-01,8.826792907258909637e-02,1.248762628925549345e-01,1.442219844069435875e-01,6.199167846004072918e-02,2.031292785773086418e-01,9.204024945700033100e-02,1.352084017952871475e-01,6.151790571644227129e-02,1.207714561199104697e-01,1.811459430656862657e-01,3.893602624696570341e-02,2.605343257678004454e-01,2.227081701165205818e-01,1.067534930101319279e-01,1.861819421999338087e-01,2.700781294289456569e-01,1.338013614135425966e-01,8.576752745115631682e-02,1.657630688656837881e-01,9.951135910688999053e-02,1.704872865016476835e-01,2.711622589124019350e-02,1.393555311744419101e-01,9.961324764283539801e-02,3.303091344044271904e-02,3.456780740643389249e-01,5.851508284309463181e-02,1.948957095387524041e-01,1.096006924775182467e-01,2.901234710473987385e-02,2.152761621118134960e-01,1.055331288778254550e-01,2.389274000837856571e-01,2.095120666562203804e-01,1.530843244906735234e-01,1.893294836260869252e-01,3.415858242498148178e-01,1.743260356507351505e-01,1.609840561962012362e-01,1.272340436924103979e-01,1.720495090518870118e-01,1.206662576418420785e-01,2.224545446053476649e-01,1.750742400892578432e-01,2.622901453181785691e-01
-7.000000000000000000e+00,2.026651101509505892e+00,5.000000000000000000e-01,1.000000000000000000e+00,1.726581759626963364e-01,4.274506367699083142e+01,0.000000000000000000e+00,1.000000000000000000e+00,2.039827798498351497e-01,1.294757765279070660e-01,2.714731930370901658e-01,2.819596914098677076e-01,2.401917839234062046e-01,1.472638922066426270e-01,9.460942384553355788e-02,1.505554909719706846e-01,4.357158020935802956e-01,2.161010381431873739e-01,2.459471945624184253e-01,2.237958772247516104e-01,1.865141606503741556e-01,2.130075704872689824e-01,7.519271245135038251e-02,2.944775132141790319e-01,1.288771883673167640e-01,2.662534492429477484e-01,2.393294595110732337e-01,1.048410647788126787e-01,1.431739987527388125e-01,3.349188887624302557e-01,1.225025477117491074e-01,2.522429039902372994e-01,1.503166598170664336e-01,1.123027747604293802e-01,2.802801684798550963e-01,1.324073467961185968e-01,3.548715775932093086e-01,1.590038109133572186e-01,3.480740387658514678e-01,1.306635450320401959e-01,2.740558557755982672e-01,2.046419800136289047e-01,1.039159545448956889e-01,2.603700327940288162e-01,2.806597671243468706e-01,2.336122653637437152e-01,2.665282628580878943e-01,1.928518572782826068e-01,1.751875672533245443e-01,3.234807877022778944e-01,2.238236827059091050e-01,9.950753243079832333e-02,1.432248047103078237e-01,7.501207878525176231e-02,2.323828832703696834e-01,1.591620282935779229e-01,1.850312217147568883e-01,2.322637500318588122e-01,1.009538757706305023e-01,1.485456142676134378e-02,1.779398851183970065e-01,2.348197502219184496e-01,2.678136620774563825e-01,1.249283726419229412e-01,1.672630520622430672e-01,1.844142182946560682e-01,9.887907963766530417e-02,2.477637426080875060e-01,1.276074321817447510e-01,1.804109336068585034e-01,9.549844927468900679e-02,1.551504463723148985e-01,2.282534946565257239e-01,7.527983770375432093e-02,3.058153109575609818e-01,2.665261659970663000e-01,1.486026343353385182e-01,2.291115717946639041e-01,3.131785054851636274e-01,1.697525270487028892e-01,1.231915710080893622e-01,2.078420600025356890e-01,1.334589990261230152e-01,2.147334916688495576e-01,6.298630480404064647e-02,1.854349397674221467e-01,1.398404501388973431e-01,7.223084239217160418e-02,3.965869057423161426e-01,9.189706283638730822e-02,2.388599535790624784e-01,1.488937468569821176e-01,6.079897653169603899e-02,2.542632542021217024e-01,1.455151321307077417e-01,2.836183699329156149e-01,2.549385305024499115e-01,1.890587334112871221e-01,2.308360977403534631e-01,3.872635057217393428e-01,2.122953716462281371e-01,2.082624769335315040e-01,1.633397421702321439e-01,2.144847792029974110e-01,1.547209703558709015e-01,2.697478214546832898e-01,2.143994224213766897e-01,3.122241768352451152e-01
-6.000000000000000000e+00,3.026651101509505892e+00,5.000000000000000000e-01,1.000000000000000000e+00,1.726581759626963641e-01,3.742237382235392573e+01,0.000000000000000000e+00,1.000000000000000000e+00,2.530801755987870383e-01,1.740890948884043499e-01,3.282827135458714074e-01,3.353343102603454362e-01,2.962675862323461140e-01,1.949546633038090337e-01,1.413826195788699946e-01,2.023841000940050094e-01,4.915253659444200895e-01,2.690351378762567136e-01,3.017923049698165161e-01,2.752143524216654757e-01,2.403504709208922063e-01,2.606655729322294723e-01,1.221667955168675435e-01,3.577585928801212400e-01,1.778098883713241929e-01,3.165385680689080661e-01,2.936564998844937158e-01,1.523814944188221221e-01,1.979960768475903521e-01,3.917158666921359278e-01,1.707396035024314751e-01,3.178091034651882585e-01,1.981252745252626568e-01,1.637605057002944342e-01,3.347286794858014836e-01,1.809015715402431945e-01,4.166174299046531138e-01,2.097483428010122608e-01,4.070280430294765939e-01,1.791059256226585350e-01,3.271681282297205229e-01,2.545295565286943007e-01,1.541802236516493230e-01,3.163690598458371861e-01,3.362876464539136245e-01,2.805911565476390535e-01,3.198295780146671041e-01,2.397801076592233072e-01,2.204015460301143314e-01,3.766939573677907660e-01,2.697343893364933520e-01,1.452411548443765799e-01,1.953073116430425193e-01,1.220827227311213625e-01,2.858685649841185006e-01,2.050013635020172253e-01,2.341660335172714436e-01,2.864229398672242244e-01,1.466147068236180462e-01,6.129063642667419154e-02,2.290406029330450954e-01,2.904848965115203185e-01,3.206840359537261320e-01,1.714449116558597053e-01,2.200624062982564633e-01,2.349730847728733196e-01,1.455733682267254803e-01,3.039848853122885108e-01,1.727599250623956806e-01,2.366946650913623607e-01,1.389283440376906098e-01,1.990516974050443033e-01,2.865347727890341645e-01,1.213544800366137127e-01,3.624514925726671222e-01,3.215581285255657562e-01,2.009207158390549641e-01,2.829111423725579333e-01,3.675023293603993380e-01,2.151996328868242547e-01,1.708900775270284500e-01,2.610532765982289671e-01,1.767356823529694088e-01,2.698933584522392737e-01,1.086909985423551994e-01,2.428159581560335456e-01,1.906499834316767450e-01,1.215684060068661781e-01,4.597599638990820803e-01,1.344969431892179546e-01,2.941155152127031269e-01,1.982221605246121676e-01,1.016109914149117555e-01,3.036060216390138455e-01,1.956272970229896435e-01,3.397490417995355783e-01,3.116198276369208098e-01,2.345558180147356286e-01,2.828675523143925341e-01,4.449128280763314791e-01,2.604819932358210521e-01,2.669354188778682579e-01,2.091420895830995719e-01,2.678212459423257585e-01,1.984686536666377399e-01,3.288780763344626434e-01,2.640208358184052417e-01,3.742073972983630537e-01
-5.000000000000000000e+00,4.026651101509505892e+00,5.000000000000000000e-01,1.000000000000000000e+00,1.726581759626963364e-01,3.226206654106334781e+01,0.000000000000000000e+00,1.000000000000000000e+00,3.154210777441284752e-01,2.311119920952396378e-01,3.991895873315341459e-01,4.023597769643200150e-01,3.660928881070715790e-01,2.554521855748217440e-01,2.005139374630511562e-01,2.674658345433760798e-01,5.618594202493581991e-01,3.359130158328422211e-01,3.718629812590617534e-01,3.399471513850373938e-01,3.078256582706757061e-01,3.213957974432272713e-01,1.817414742761483681e-01,4.361762753531647774e-01,2.395868935095301078e-01,3.805835811522516043e-01,3.615688167990395718e-01,2.124546133049815544e-01,2.662154662104045943e-01,4.632098734579660482e-01,2.313775705279098038e-01,3.986792100317289589e-01,2.588571882804467927e-01,2.287206550812749817e-01,4.031059393911187172e-01,2.423497501232246276e-01,4.937376768429659335e-01,2.737208348991103102e-01,4.805981181283550674e-01,2.403178264107172224e-01,3.942343764080384338e-01,3.174101653360430486e-01,2.177352098051544282e-01,3.870437739947865663e-01,4.059463868609005099e-01,3.402911943865606359e-01,3.866461221601509290e-01,2.992734881808314928e-01,2.782113475337846809e-01,4.435926306962773014e-01,3.277063318611090903e-01,2.033227278929712889e-01,2.605976785175135868e-01,1.815051145921582898e-01,3.529371518767983051e-01,2.634895050297691999e-01,2.960820230088537230e-01,3.539969071599396444e-01,2.046321890106053143e-01,1.195868713460002675e-01,2.930485184777689711e-01,3.601739899774036857e-01,3.872493751369541770e-01,2.304134758478276479e-01,2.859017575781720999e-01,2.985777775768609921e-01,2.046450015563601732e-01,3.747962757615420082e-01,2.300245346096842503e-01,3.068526545961161589e-01,1.943335698952816659e-01,2.550165253996630743e-01,3.587576942641259592e-01,1.797185955097620469e-01,4.333371743042163660e-01,3.906918838612195577e-01,2.663736696424567341e-01,3.503654066978449944e-01,4.359635954261381063e-01,2.726241098071180424e-01,2.315947621444089111e-01,3.283081440771193349e-01,2.318227967492324793e-01,3.387261705631877673e-01,1.668445352206657517e-01,3.143476924285702467e-01,2.548016791054863450e-01,1.836667638370513000e-01,5.382608059270675982e-01,1.887709674774523394e-01,3.635745608756668634e-01,2.601666589981975752e-01,1.538823525637845469e-01,3.660176149232893250e-01,2.584652814004666510e-01,4.102644437476004047e-01,3.824081501842567787e-01,2.920671661762455629e-01,3.481218619096671518e-01,5.176506078001376077e-01,3.215784269166624409e-01,3.398497969855278633e-01,2.671941924860646855e-01,3.348706952888360067e-01,2.545249641338120372e-01,4.028604041396782742e-01,3.266180625431392426e-01,4.512521922860549539e-01
-4.000000000000000000e+00,5.026651101509505892e+00,5.000000000000000000e-01,1.000000000000000000e+00,1.726581759626963641e-01,2.566027145705983514e+01,0.000000000000000000e+00,1.000000000000000000e+00,3.944994695369957172e-01,3.038620629667745376e-01,4.877692261820933961e-01,4.865499444550014374e-01,4.531339909828394075e-01,3.321287005555883520e-01,2.752336414786608620e-01,3.492119154833000505e-01,6.504877246671100233e-01,4.203747083044259703e-01,4.598137992258685691e-01,4.214411009433173816e-01,3.924335550695422503e-01,3.986725719740161766e-01,2.572332061675439707e-01,5.334977544097971869e-01,3.175553893068789879e-01,4.620415201277235373e-01,4.465255395587624521e-01,2.883326928965511682e-01,3.512045337103575915e-01,5.532059621643606873e-01,3.076170494546158207e-01,4.986120518878880969e-01,3.359246946922152532e-01,3.107006290847724728e-01,4.889972393162286268e-01,3.201548155307316068e-01,5.901375758230039681e-01,3.543572447048365381e-01,5.724880362869956274e-01,3.176334910837127490e-01,4.788922491672010229e-01,3.966569486004532519e-01,2.980558748690090298e-01,4.762153373463111627e-01,4.932236146501973173e-01,4.160747444119187732e-01,4.704403147690478515e-01,3.746367440597987430e-01,3.519864123840648618e-01,5.277086138126989567e-01,4.008842981343535006e-01,2.770110231422687752e-01,3.424821434887876381e-01,2.564979680131366235e-01,4.370733901023559631e-01,3.379964251858419422e-01,3.740952027052699691e-01,4.383847239827979858e-01,2.782706069416314709e-01,1.927940079083294012e-01,3.732662020462361174e-01,4.474703859423786456e-01,4.710564556292732297e-01,3.051072902285853483e-01,3.680804625227402926e-01,3.786005535593998661e-01,2.793337857672776314e-01,4.639795445679134045e-01,3.025873789596325580e-01,3.943918023943659978e-01,2.649037712823301693e-01,3.262535081208758903e-01,4.483914317285799256e-01,2.535980757596320578e-01,5.221101407819306317e-01,4.775611848681788896e-01,3.483122519205863465e-01,4.349765880553625452e-01,5.222318522456015355e-01,3.451525950618200556e-01,3.087533828092335897e-01,4.132755097186955884e-01,3.018522905313115179e-01,4.246974098813474097e-01,2.407467126379848887e-01,4.036073839274206820e-01,3.357721536139671725e-01,2.618279642063386370e-01,6.359325445839123514e-01,2.578195839345353013e-01,4.509018075789121838e-01,3.379736786098216372e-01,2.206890971819439051e-01,4.449175516671154962e-01,3.372934154395648143e-01,4.988696828206356515e-01,4.708865957535201541e-01,3.647328617678560758e-01,4.299923058591019198e-01,6.094024830042189533e-01,3.989800581302512805e-01,4.305770135064857507e-01,3.407153673479732525e-01,4.191714912005594096e-01,3.261953521672834033e-01,4.954844854296845957e-01,4.055660376434279124e-01,5.471377817720165515e-01
-3.000000000000000000e+00,6.026651101509505892e+00,5.000000000000000000e-01,1.000000000000000000e+00,1.726581759626963364e-01,2.316414929368224662e+01,0.000000000000000000e+00,1.000000000000000000e+00,4.947219785564352379e-01,3.965285436304317734e-01,5.985136549834969566e-01,5.923259349822248554e-01,5.617433206804064438e-01,4.292365923234296443e-01,3.696122061388258939e-01,4.519143111715429595e-01,7.621572024125984335e-01,5.270066107848963011e-01,5.702419886556128192e-01,5.240351355320606030e-01,4.985676391078844305e-01,4.968808374196544975e-01,3.528238569283832504e-01,6.544472037525110863e-01,4.159319280798589591e-01,5.655222711352982934e-01,5.528744397707507918e-01,3.841385974165872352e-01,4.571973306632166612e-01,6.664946613778061080e-01,4.034863161266150633e-01,6.223150052126475984e-01,4.336315488042378763e-01,4.141309546091657134e-01,5.969133215786595059e-01,4.186068902741128528e-01,7.107240109574654019e-01,4.559845357375963970e-01,6.873500251322984811e-01,4.152539658505123299e-01,5.857242663863375665e-01,4.965173847342290725e-01,3.995210313867816887e-01,5.886968002682960721e-01,6.026303606495789777e-01,5.121833537427568084e-01,5.755656345329284163e-01,4.700368340218746277e-01,4.459816329865115558e-01,6.334865824051413297e-01,4.932302506164933376e-01,3.704160051828683797e-01,4.452197269907295918e-01,3.511161201747858285e-01,5.426604292676138197e-01,4.327761142048608956e-01,4.723807660028266353e-01,5.438564436523384282e-01,3.716472255196543450e-01,2.847501444342514509e-01,4.738465718463626408e-01,5.568792939145027487e-01,5.765705488936075929e-01,3.996527630959830768e-01,4.707427534428288984e-01,4.792860880251890721e-01,3.737226363095372261e-01,5.762958574955445723e-01,3.944650257374225366e-01,5.037165152669280666e-01,3.546652484850780773e-01,4.168123838163454997e-01,5.597860417656007614e-01,3.470593981515539550e-01,6.333432993947024636e-01,5.867386736224187160e-01,4.509486964201546710e-01,5.411497197981102181e-01,6.309279923322366201e-01,4.367242930538355883e-01,4.067162077472535886e-01,5.205782105340978072e-01,3.907761150754793245e-01,5.321605458146303480e-01,3.345616191791914162e-01,5.150877053730819055e-01,4.379405739081667082e-01,3.602086430940886763e-01,7.575980163796577349e-01,3.455551359289876778e-01,5.607091576496164853e-01,4.357272704441206290e-01,3.059170426079507177e-01,5.446150758079998377e-01,4.362173885679354046e-01,6.102262782335011737e-01,5.815574711682836018e-01,4.565098715549730235e-01,5.327470389859781941e-01,7.251124158961133048e-01,4.969677963522037833e-01,5.435989840697426079e-01,4.337642542258414724e-01,5.251764464560719770e-01,4.176550286508901033e-01,6.115143701553967803e-01,5.051152267070525559e-01,6.666071506623248988e-01
-2.000000000000000000e+00,7.026651101509505892e+00,5.000000000000000000e-01,1.000000000000000000e+00,1.637317803528258175e-01,1.715960008275252235e+01,0.000000000000000000e+00,1.000000000000000000e+00,6.216451705078630541e-01,5.143994939175312586e-01,7.370677147860463796e-01,7.252507252818219952e-01,6.973874957355510329e-01,5.521371747304356647e-01,4.887783727469602879e-01,5.809734621302981017e-01,9.028450694060357051e-01,6.615870796966436540e-01,7.089310256352580053e-01,6.531911165941436392e-01,6.317531834547933656e-01,6.215533044759495862e-01,4.737856147097577741e-01,8.049513568434761845e-01,5.400278887202279998e-01,6.968416559487849993e-01,6.860812137332106264e-01,5.050664242704637763e-01,5.895113854899747263e-01,8.091072891059792882e-01,5.240555871875607341e-01,7.756866435081074540e-01,5.574046952644706732e-01,5.445919023145648907e-01,7.325295029033781491e-01,5.431137945055949379e-01,8.616635323508560207e-01,5.840515523058732450e-01,8.310287391126019996e-01,5.384719808428222176e-01,7.205028284916944470e-01,6.223397304016399234e-01,5.276478654077439989e-01,7.305501866228782948e-01,7.398394509346676307e-01,6.339665219253631800e-01,7.074962585977961904e-01,5.907270589620563506e-01,5.655681336585655083e-01,7.665201737620807032e-01,6.097353636318791903e-01,4.887200841771154325e-01,5.741677658807426976e-01,4.704674409670115409e-01,6.752119565825550618e-01,5.531968094116858081e-01,5.961955256288478111e-01,6.757774826397168200e-01,4.899540356403536134e-01,4.002842467170999452e-01,6.000125011908833406e-01,6.940656821986840308e-01,7.094132764849957473e-01,5.192509236228679548e-01,5.990953431667320750e-01,6.059772502566506125e-01,4.929563743946092647e-01,7.177395425091236403e-01,5.107199049843181848e-01,6.403597726571826909e-01,4.686988713478676960e-01,5.318031123567363849e-01,6.983983389830930033e-01,4.652279055402026575e-01,7.727857775327777734e-01,7.239788001240486937e-01,5.795790261138217270e-01,6.744259115837406560e-01,7.678707675106850594e-01,5.523016940689932097e-01,5.309708893998026369e-01,6.560405983051330603e-01,5.035796658635476319e-01,6.665857400573556024e-01,4.535428294410325800e-01,6.544323705659957913e-01,5.668225011746936826e-01,4.840411863409612159e-01,9.093115683472000610e-01,4.569130295039205980e-01,6.988006849266602538e-01,5.585653819859704994e-01,4.144730920437040278e-01,6.705400451921663674e-01,5.604015803022148745e-01,7.501991971738782849e-01,7.200792275891786387e-01,5.723841066572660230e-01,6.617551541892325861e-01,8.710063773170003687e-01,6.209381114389955769e-01,6.845421295841064291e-01,5.514568228145310114e-01,6.584892620528814966e-01,5.341756217527208195e-01,7.569398692957423069e-01,6.306184472499269944e-01,8.156147627382276388e-01
-1.000000000000000000e+00,8.026651101509505892e+00,5.000000000000000000e-01,1.000000000000000000e+00,1.605086015091340690e-01,1.975990653444494427e+01,0.000000000000000000e+00,1.000000000000000000e+00,7.822744095323953539e-01,6.641479632645730380e-01,9.105262796205173537e-01,8.923244210832300682e-01,8.669342855137843751e-01,7.075888415197674197e-01,6.391937424507526666e-01,7.431849190540227301e-01,1.080077509637008104e+00,8.313957303986576619e-01,8.831572168531315326e-01,8.157843413257596099e-01,7.989393362551189259e-01,7.796691941231090883e-01,6.267642338054454365e-01,9.924484210399571182e-01,6.965333688687967983e-01,8.633351592769626937e-01,8.530180508688018914e-01,6.576593194109671137e-01,7.548267819305225501e-01,9.886374390705415793e-01,6.757067937255892831e-01,9.661218787458902835e-01,7.140860787420220124e-01,7.091113579757860608e-01,9.029865712307385550e-01,7.004913545204821679e-01,1.050706984427293378e+00,7.454196958641893245e-01,1.010868053479639705e+00,6.939551134440061775e-01,8.904987051278995258e-01,7.808580745361647368e-01,6.893872395913687168e-01,9.094101571898054459e-01,9.119855074687664986e-01,7.881698729982157259e-01,8.731158419940188153e-01,7.433293479916138757e-01,7.175239567004748631e-01,9.338491408448253983e-01,7.566870528395559514e-01,6.384567372248916017e-01,7.360658014929788440e-01,6.209859889650173326e-01,8.416643552694105246e-01,7.060309687140440271e-01,7.521579033511822665e-01,8.408909506997781502e-01,6.397369957962324438e-01,5.454722899111495993e-01,7.583332211398927658e-01,8.661536600541883679e-01,8.766620589793400198e-01,6.704561746076751483e-01,7.596812288222336562e-01,7.653993126895379806e-01,6.435172193014228048e-01,8.958573649902745739e-01,6.577314143196815177e-01,8.112738440035206500e-01,6.134145583763326304e-01,6.776718067515037358e-01,8.710759462610144777e-01,6.145626695984812704e-01,9.476662344385931025e-01,8.965236357195174310e-01,7.408628340749084940e-01,8.417759334024909057e-01,9.403871719737347812e-01,6.981358747578131352e-01,6.884382890031600644e-01,8.270002251726915610e-01,6.465506312913267273e-01,8.348475844555702796e-01,6.043171477120383717e-01,8.287325304741292031e-01,7.293642396899114866e-01,6.399121144329026345e-01,1.098675799614780901e+00,5.981176190745379762e-01,8.724809960367823081e-01,7.129519538185219441e-01,5.525514540722132883e-01,8.295336577996349492e-01,7.163425798042853954e-01,9.261676707616047777e-01,8.935645984939371012e-01,7.186374774778260255e-01,8.237712155615548593e-01,1.054924196084746857e+00,7.776927123093789751e-01,8.604717229915341825e-01,7.002408999770639575e-01,8.261620763864963024e-01,6.824105912939261165e-01,9.392928835394044329e-01,7.888163979204582121e-01,1.001638177277730302e+00
