SNR_o [dB],SNR_e [dB],BER,PER,RMSE cfo,RMSE sto,preamble miss rate,preamble false rate
-1.000000000000000000e+01,-9.733488984904941077e-01,3.770181999999999700e-01,1.000000000000000000e+00,5.353555514041189595e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.000000000000000000e+00,2.665110150950589230e-02,3.514766000000000279e-01,1.000000000000000000e+00,4.876259839166485754e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-8.000000000000000000e+00,1.026651101509505892e+00,3.223369999999999846e-01,1.000000000000000000e+00,4.323057643426056473e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-7.000000000000000000e+00,2.026651101509505892e+00,2.898595999999999950e-01,1.000000000000000000e+00,3.705978913666440472e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-6.000000000000000000e+00,3.026651101509505892e+00,2.548172000000000215e-01,1.000000000000000000e+00,3.070468164102970951e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-5.000000000000000000e+00,4.026651101509505892e+00,2.181454000000000171e-01,1.000000000000000000e+00,2.458301619280314418e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.000000000000000000e+00,5.026651101509505892e+00,1.811638000000000137e-01,9.999700000000000255e-01,1.939753460783862071e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.000000000000000000e+00,6.026651101509505892e+00,1.452539999999999942e-01,9.996699999999999475e-01,1.544526221818583525e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+00,7.026651101509505892e+00,1.115656000000000009e-01,9.973499999999999588e-01,1.257670064501071987e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.000000000000000000e+00,8.026651101509505892e+00,8.164079999999999948e-02,9.861900000000000110e-01,1.046703695502432252e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,9.026651101509505892e+00,5.624619999999999620e-02,9.445999999999999952e-01,8.849836660178172359e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.002665110150950589e+01,3.598239999999999772e-02,8.394000000000000350e-01,7.559769742787088818e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,1.102665110150950589e+01,2.107280000000000264e-02,6.557600000000000096e-01,6.508697541502986468e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.000000000000000000e+00,1.202665110150950589e+01,1.106720000000000100e-02,4.269200000000000217e-01,5.639549069360576955e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000000e+00,1.302665110150950589e+01,4.993000000000000042e-03,2.204699999999999993e-01,4.912118330326720010e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e+00,1.402665110150950589e+01,1.935800000000000107e-03,9.234000000000000541e-02,4.297042823794886522e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.000000000000000000e+00,1.502665110150950589e+01,6.151999999999999916e-04,3.014000000000000012e-02,3.772383559050038714e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.000000000000000000e+00,1.602665110150950767e+01,1.689999999999999879e-04,8.420000000000000401e-03,3.321464867344102023e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.000000000000000000e+00,1.702665110150950767e+01,3.399999999999999973e-05,1.699999999999999905e-03,2.931424759718233818e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.000000000000000000e+00,1.802665110150950767e+01,5.399999999999999967e-06,2.700000000000000035e-04,2.592206910324402341e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+01,1.902665110150950767e+01,7.999999999999999638e-07,4.000000000000000327e-05,2.295844408540974498e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.100000000000000000e+01,2.002665110150950767e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.035943682503893373e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.200000000000000000e+01,2.102665110150950767e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.807308951781807106e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.300000000000000000e+01,2.202665110150950767e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.605666734869405730e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.400000000000000000e+01,2.302665110150950767e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.427462227151668137e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.500000000000000000e+01,2.402665110150950767e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.269707617650865259e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.600000000000000000e+01,2.502665110150950767e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.129868121734291285e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.700000000000000000e+01,2.602665110150950767e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.005775527274140133e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.800000000000000000e+01,2.702665110150950767e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.955619115563293476e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.900000000000000000e+01,2.802665110150950767e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.976082313794522708e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+01,2.902665110150950767e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.105039552337151770e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.100000000000000000e+01,3.002665110150950767e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.330149593595634644e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.200000000000000000e+01,3.102665110150950767e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.640576661071820775e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
