SNR_o [dB],SNR_e [dB],BER,PER,RMSE cfo,RMSE sto,preamble miss rate,preamble false rate,SNR estimation matrix (10 columns)
-1.000000000000000000e+01,-9.000670252082301204e-01,5.000000000000000000e-01,1.000000000000000000e+00,1.684146008748092227e-01,4.089074091022930133e+03,0.000000000000000000e+00,1.000000000000000000e+00,1.508422471702178802e-01,1.365535213286943605e-01,1.440465665035138842e-01,1.320565962878889610e-01,1.387275478204931523e-01,1.431706641387997525e-01,1.449864407496631036e-01,1.203073124481552209e-01,1.301835275948537152e-01,1.334545534908161690e-01
-9.000000000000000000e+00,9.993297479176987963e-02,5.000000000000000000e-01,1.000000000000000000e+00,1.684146008748092227e-01,3.935727626302092176e+03,0.000000000000000000e+00,1.000000000000000000e+00,1.872527881600908328e-01,1.724130407853025071e-01,1.801025343004932222e-01,1.677328237134229350e-01,1.748905249315564070e-01,1.790081486687895851e-01,1.803887339720141314e-01,1.552772261380397645e-01,1.662616292570855137e-01,1.688087510551719572e-01
-8.000000000000000000e+00,1.099932974791769880e+00,5.000000000000000000e-01,1.000000000000000000e+00,1.684146008748092227e-01,2.710604466719554239e+03,0.000000000000000000e+00,1.000000000000000000e+00,2.330393834564078448e-01,2.175667459868918241e-01,2.254772903944729789e-01,2.126439683866795383e-01,2.203497126538937201e-01,2.241452001696728480e-01,2.250377201885160328e-01,1.993498847263878715e-01,2.116469115159925751e-01,2.133744356543694209e-01
-7.000000000000000000e+00,2.099932974791769880e+00,5.000000000000000000e-01,1.000000000000000000e+00,1.684146008748092227e-01,3.493607299634934407e+03,0.000000000000000000e+00,1.000000000000000000e+00,2.906234406298147110e-01,2.744222664608422235e-01,2.825816294719651345e-01,2.691808711758780226e-01,2.775039200666033490e-01,2.809921941128745715e-01,2.813373822012630310e-01,2.548880947989610180e-01,2.687450485135006173e-01,2.695436975888091391e-01
-6.000000000000000000e+00,3.099932974791769880e+00,5.000000000000000000e-01,1.000000000000000000e+00,1.684146008748092227e-01,3.539592395760421368e+03,0.000000000000000000e+00,1.000000000000000000e+00,3.630525636149160573e-01,3.460107661643004873e-01,3.544503089070557555e-01,3.403533837068936641e-01,3.493720647477587815e-01,3.525839163498001305e-01,3.523153484716195494e-01,3.248671704041560249e-01,3.405840934266690656e-01,3.403288545126165743e-01
-5.000000000000000000e+00,4.099932974791769880e+00,5.000000000000000000e-01,1.000000000000000000e+00,1.684146008748092227e-01,2.929176888703121676e+03,0.000000000000000000e+00,1.000000000000000000e+00,4.541625972205110551e-01,4.361484093260997730e-01,4.449035776641844242e-01,4.299506410879525009e-01,4.397536114194464107e-01,4.427412758396679915e-01,4.417845165313387112e-01,4.130336142541021771e-01,4.309755659701324793e-01,4.295231483018856489e-01
-4.000000000000000000e+00,5.099932974791769880e+00,5.000000000000000000e-01,1.000000000000000000e+00,1.743025471056235676e-01,3.405617501368144531e+03,0.000000000000000000e+00,1.000000000000000000e+00,5.687816176625207776e-01,5.496396360036920337e-01,5.587505253757341084e-01,5.427428326468616282e-01,5.534305369125628316e-01,5.562748934413092039e-01,5.545465426136420017e-01,5.241048961881717982e-01,5.447172420010429894e-01,5.419030631429819778e-01
-3.000000000000000000e+00,6.099932974791769880e+00,5.000000000000000000e-01,1.000000000000000000e+00,1.854888255984204204e-01,2.025585400723701696e+03,0.000000000000000000e+00,1.000000000000000000e+00,7.129867286200474163e-01,6.925330732249859178e-01,7.020450794438829467e-01,6.847352154581284323e-01,6.964215716768994424e-01,6.992414100993401549e-01,6.966480399192539474e-01,6.640209713241089773e-01,6.878484420600450289e-01,6.834830431830108965e-01
-2.000000000000000000e+00,7.099932974791769880e+00,5.000000000000000000e-01,1.000000000000000000e+00,2.104891705047242378e-01,7.905694150450796875e-02,0.000000000000000000e+00,1.000000000000000000e+00,8.944273339467724293e-01,8.724437107167738459e-01,8.824082815669185287e-01,8.634878975058324357e-01,8.763022512711490242e-01,8.792661654338128630e-01,8.757031355812470164e-01,8.402609360738282351e-01,8.679714111545165922e-01,8.618361790598882965e-01
-1.000000000000000000e+00,8.099932974791769880e+00,5.000000000000000000e-01,1.000000000000000000e+00,2.190490319940326391e-01,2.697818273624074550e+02,0.000000000000000000e+00,1.000000000000000000e+00,1.122732097784147287e+00,1.098958499162210334e+00,1.109434004545084784e+00,1.088518419735469145e+00,1.102607815059845509e+00,1.105949432405888944e+00,1.101299571048357961e+00,1.062241689505702302e+00,1.094655901372820983e+00,1.086497946281935079e+00
