SNR_o [dB],SNR_e [dB],BER,PER,RMSE cfo,RMSE sto,preamble miss rate,preamble false rate
-1.000000000000000000e+01,-9.733488984904941077e-01,3.856594000000000411e-01,1.000000000000000000e+00,1.172163462762823849e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.000000000000000000e+00,2.665110150950589230e-02,3.624598000000000542e-01,1.000000000000000000e+00,1.172720091492818056e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-8.000000000000000000e+00,1.026651101509505892e+00,3.361904000000000003e-01,1.000000000000000000e+00,1.173460648060310474e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-7.000000000000000000e+00,2.026651101509505892e+00,3.070753999999999984e-01,1.000000000000000000e+00,1.173721168948794052e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-6.000000000000000000e+00,3.026651101509505892e+00,2.758508000000000071e-01,1.000000000000000000e+00,1.174191719262403372e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-5.000000000000000000e+00,4.026651101509505892e+00,2.434070000000000122e-01,1.000000000000000000e+00,1.174084591161544400e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.000000000000000000e+00,5.026651101509505892e+00,2.109414000000000011e-01,9.999700000000000255e-01,1.174157731550823924e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.000000000000000000e+00,6.026651101509505892e+00,1.796540000000000081e-01,9.997800000000000020e-01,1.174259286606311042e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+00,7.026651101509505892e+00,1.507560000000000011e-01,9.989799999999999791e-01,1.174425440427360745e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.000000000000000000e+00,8.026651101509505892e+00,1.252373999999999987e-01,9.955800000000000205e-01,1.174517473173957438e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,9.026651101509505892e+00,1.031586000000000031e-01,9.819499999999999895e-01,1.174597676706821414e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.002665110150950589e+01,8.475580000000000613e-02,9.460800000000000320e-01,1.174627975929226770e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,1.102665110150950589e+01,6.946279999999999122e-02,8.805800000000000294e-01,1.174668655241136311e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
