# SNR_o [dB],SNR_e [dB],BER,PER,RMSE cfo,RMSE sto,preamble miss rate,preamble false rate
-1.000000000000000000e+01,-9.733488984904941077e-01,4.914000000000000035e-01,1.000000000000000000e+00,5.244758933646195137e-02,2.530768164016609134e+01,0.000000000000000000e+00,0.000000000000000000e+00
-9.000000000000000000e+00,2.665110150950589230e-02,4.843999999999999972e-01,1.000000000000000000e+00,4.440046166532655991e-02,2.288859227322641487e+01,0.000000000000000000e+00,0.000000000000000000e+00
-8.000000000000000000e+00,1.026651101509505892e+00,4.734000000000000430e-01,1.000000000000000000e+00,3.790876924562246175e-02,2.550003063723649532e+01,0.000000000000000000e+00,0.000000000000000000e+00
-7.000000000000000000e+00,2.026651101509505892e+00,4.415999999999999925e-01,1.000000000000000000e+00,3.292953047692692703e-02,2.076812461441812019e+01,0.000000000000000000e+00,0.000000000000000000e+00
-6.000000000000000000e+00,3.026651101509505892e+00,4.056000000000000161e-01,1.000000000000000000e+00,2.634243688960071286e-02,2.154308183617190764e+01,0.000000000000000000e+00,0.000000000000000000e+00
-5.000000000000000000e+00,4.026651101509505892e+00,3.618000000000000105e-01,1.000000000000000000e+00,2.054980750371217246e-02,1.740516715662334590e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.000000000000000000e+00,5.026651101509505892e+00,3.045999999999999819e-01,1.000000000000000000e+00,1.633753049120155454e-02,1.564225547195800381e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.000000000000000000e+00,6.026651101509505892e+00,2.460000000000000242e-01,1.000000000000000000e+00,1.332478843214885897e-02,9.566404431655605833e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+00,7.026651101509505892e+00,2.064000000000000001e-01,1.000000000000000000e+00,1.103371747306068455e-02,1.102122951398798811e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.000000000000000000e+00,8.026651101509505892e+00,1.628000000000000003e-01,1.000000000000000000e+00,9.223165452029787048e-03,9.629268534006104829e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,9.026651101509505892e+00,1.380000000000000115e-01,1.000000000000000000e+00,7.767022235918254712e-03,1.075937091562512649e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.002665110150950589e+01,1.014000000000000040e-01,9.699999999999999734e-01,6.587271856408214755e-03,6.370451808937889204e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,1.102665110150950589e+01,9.840000000000000135e-02,9.300000000000000488e-01,5.626555323702237855e-03,8.055316567336134881e+00,0.000000000000000000e+00,0.000000000000000000e+00
