SNR_o [dB],SNR_e [dB],BER,PER,RMSE cfo,RMSE sto,preamble miss rate,preamble false rate
-1.000000000000000000e+01,-9.733488984904941077e-01,5.000000000000000000e-01,1.000000000000000000e+00,1.167857765585019331e-01,5.095921997047772578e+01,0.000000000000000000e+00,1.000000000000000000e+00
-9.000000000000000000e+00,2.665110150950589230e-02,5.000000000000000000e-01,1.000000000000000000e+00,1.167857765585019331e-01,5.026204194021157434e+01,0.000000000000000000e+00,1.000000000000000000e+00
-8.000000000000000000e+00,1.026651101509505892e+00,5.000000000000000000e-01,1.000000000000000000e+00,1.167857765585019331e-01,4.876678111173260532e+01,0.000000000000000000e+00,1.000000000000000000e+00
-7.000000000000000000e+00,2.026651101509505892e+00,5.000000000000000000e-01,1.000000000000000000e+00,1.167857765585019331e-01,4.617604617114551502e+01,0.000000000000000000e+00,1.000000000000000000e+00
-6.000000000000000000e+00,3.026651101509505892e+00,5.000000000000000000e-01,1.000000000000000000e+00,1.167857765585019331e-01,4.232646335331913434e+01,0.000000000000000000e+00,1.000000000000000000e+00
-5.000000000000000000e+00,4.026651101509505892e+00,5.000000000000000000e-01,1.000000000000000000e+00,1.167857694608537000e-01,3.688049443811637218e+01,0.000000000000000000e+00,1.000000000000000000e+00
-4.000000000000000000e+00,5.026651101509505892e+00,5.000000000000000000e-01,1.000000000000000000e+00,1.167876664617387428e-01,3.034483250901168105e+01,0.000000000000000000e+00,1.000000000000000000e+00
-3.000000000000000000e+00,6.026651101509505892e+00,5.000000000000000000e-01,1.000000000000000000e+00,1.167842798808123306e-01,2.373315423621543374e+01,0.000000000000000000e+00,1.000000000000000000e+00
-2.000000000000000000e+00,7.026651101509505892e+00,5.000000000000000000e-01,1.000000000000000000e+00,1.167822333141979307e-01,1.779123070504106252e+01,0.000000000000000000e+00,1.000000000000000000e+00
-1.000000000000000000e+00,8.026651101509505892e+00,4.999866000000000588e-01,1.000000000000000000e+00,1.168111563673985970e-01,1.304896049499735611e+01,0.000000000000000000e+00,9.999599999999999600e-01
0.000000000000000000e+00,9.026651101509505892e+00,4.418566000000000438e-01,9.973100000000000298e-01,1.169008126133927739e-01,7.795857874538237198e+00,0.000000000000000000e+00,8.518299999999999761e-01
1.000000000000000000e+00,1.002665110150950589e+01,1.234549999999999953e-01,9.515900000000000469e-01,1.172430911237071494e-01,3.054305158297059730e+00,0.000000000000000000e+00,8.827999999999999736e-02
2.000000000000000000e+00,1.102665110150950589e+01,7.112799999999999678e-02,8.806500000000000439e-01,1.172725637860952269e-01,2.132374263585079088e+00,0.000000000000000000e+00,5.800000000000000034e-04
3.000000000000000000e+00,1.202665110150950589e+01,5.763659999999999617e-02,7.847300000000000386e-01,1.172856238039432925e-01,1.727935183969584454e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000000e+00,1.302665110150950589e+01,4.677140000000000464e-02,6.778300000000000436e-01,1.172917123215582863e-01,1.384637136581277739e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e+00,1.402665110150950589e+01,3.764019999999999866e-02,5.717200000000000060e-01,1.172934505801076915e-01,9.259913606508433093e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.000000000000000000e+00,1.502665110150950589e+01,3.003480000000000039e-02,4.771799999999999931e-01,1.172969933970269274e-01,6.725102229706250156e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.000000000000000000e+00,1.602665110150950767e+01,2.375959999999999878e-02,3.955400000000000027e-01,1.173025253167434279e-01,4.572417303790195509e-01,0.000000000000000000e+00,0.000000000000000000e+00
8.000000000000000000e+00,1.702665110150950767e+01,1.848479999999999915e-02,3.245299999999999851e-01,1.173026414603575568e-01,2.416609194718914166e-01,0.000000000000000000e+00,0.000000000000000000e+00
9.000000000000000000e+00,1.802665110150950767e+01,1.415940000000000080e-02,2.670699999999999741e-01,1.173066594575758043e-01,2.187921387984494981e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+01,1.902665110150950767e+01,1.059079999999999917e-02,2.233999999999999875e-01,1.173076317814869401e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.100000000000000000e+01,2.002665110150950767e+01,7.672599999999999906e-03,1.878100000000000047e-01,1.173100552906422150e-01,1.612761606685873539e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.200000000000000000e+01,2.102665110150950767e+01,5.300000000000000024e-03,1.540400000000000102e-01,1.173122440661418658e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.300000000000000000e+01,2.202665110150950767e+01,3.452999999999999906e-03,1.181200000000000028e-01,1.173120076415595930e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.400000000000000000e+01,2.302665110150950767e+01,2.067599999999999733e-03,8.139000000000000401e-02,1.173172389816699579e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.500000000000000000e+01,2.402665110150950767e+01,1.131599999999999967e-03,4.898000000000000270e-02,1.173223277032562628e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.600000000000000000e+01,2.502665110150950767e+01,5.596000000000000496e-04,2.587000000000000063e-02,1.173238119177456018e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.700000000000000000e+01,2.602665110150950767e+01,2.492000000000000400e-04,1.213999999999999975e-02,1.173187732406849315e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.800000000000000000e+01,2.702665110150950767e+01,8.960000000000000950e-05,4.420000000000000318e-03,1.173203651362179495e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.900000000000000000e+01,2.802665110150950767e+01,3.019999999999999885e-05,1.510000000000000057e-03,1.173187168312336270e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+01,2.902665110150950767e+01,9.000000000000000228e-06,4.499999999999999877e-04,1.173187942090921226e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.100000000000000000e+01,3.002665110150950767e+01,1.199999999999999946e-06,6.000000000000000152e-05,1.173221566660021253e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.200000000000000000e+01,3.102665110150950767e+01,3.999999999999999819e-07,2.000000000000000164e-05,1.173182216347998241e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.300000000000000000e+01,3.202665110150950767e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.173202401887907947e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.400000000000000000e+01,3.302665110150950767e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.173184533598752022e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
