SNR_o [dB],SNR_e [dB],BER,PER,RMSE cfo,RMSE sto,preamble miss rate,preamble false rate
1.000000000000000000e+01,1.902665110150950767e+01,2.026040000000000132e-02,2.389699999999999880e-01,2.315101212524573859e-03,2.607162819761924766e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.100000000000000000e+01,2.002665110150950767e+01,1.502500000000000016e-02,1.911299999999999943e-01,2.053248550100016893e-03,2.171512253880093724e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.200000000000000000e+01,2.102665110150950767e+01,1.037019999999999956e-02,1.455799999999999872e-01,1.822829012914681896e-03,1.698650107438461010e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.300000000000000000e+01,2.202665110150950767e+01,6.511000000000000294e-03,1.025800000000000045e-01,1.619564101241328458e-03,1.372128763546129004e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.400000000000000000e+01,2.302665110150950767e+01,3.804999999999999789e-03,6.794999999999999651e-02,1.439890904423569117e-03,1.030492676466046920e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.500000000000000000e+01,2.402665110150950767e+01,1.817800000000000058e-03,4.000000000000000083e-02,1.280811684891922011e-03,7.165126045644902852e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.600000000000000000e+01,2.502665110150950767e+01,8.184000000000000519e-04,2.179999999999999993e-02,1.139780830253092798e-03,4.846985209901117919e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.700000000000000000e+01,2.602665110150950767e+01,3.264000000000000191e-04,1.162000000000000012e-02,1.014619042874765177e-03,1.158548391307193531e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.800000000000000000e+01,2.702665110150950767e+01,1.433999999999999891e-04,6.470000000000000057e-03,9.034474899439372394e-04,5.354612497651119879e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.900000000000000000e+01,2.802665110150950767e+01,7.760000000000000242e-05,3.759999999999999887e-03,8.046366713053326779e-04,4.886045179897684221e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+01,2.902665110150950767e+01,4.519999999999999414e-05,2.259999999999999856e-03,7.167662174493963541e-04,4.670719965915454130e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.100000000000000000e+01,3.002665110150950767e+01,2.600000000000000179e-05,1.299999999999999940e-03,6.385928727052568024e-04,4.554530711280931066e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.200000000000000000e+01,3.102665110150950767e+01,1.300000000000000089e-05,6.499999999999999702e-04,5.690246668372381028e-04,4.479467044191879493e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.300000000000000000e+01,3.202665110150950767e+01,6.399999999999999710e-06,3.200000000000000262e-04,5.070998157112225312e-04,4.441107688403998083e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.400000000000000000e+01,3.302665110150950767e+01,1.999999999999999909e-06,1.000000000000000048e-04,4.519692783988462216e-04,4.443042313550605443e-02,0.000000000000000000e+00,0.000000000000000000e+00
