# SNR_o [dB],SNR_e [dB],BER,PER,RMSE cfo,RMSE sto,preamble miss rate,preamble false rate
-1.000000000000000000e+01,-9.733488984904941077e-01,5.000000000000000000e-01,1.000000000000000000e+00,0.000000000000000000e+00,4.984100972091155768e+01,0.000000000000000000e+00,1.000000000000000000e+00
-9.000000000000000000e+00,2.665110150950589230e-02,5.000000000000000000e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.044392462180157821e+01,0.000000000000000000e+00,1.000000000000000000e+00
-8.000000000000000000e+00,1.026651101509505892e+00,5.000000000000000000e-01,1.000000000000000000e+00,0.000000000000000000e+00,4.967400445655655261e+01,0.000000000000000000e+00,1.000000000000000000e+00
-7.000000000000000000e+00,2.026651101509505892e+00,5.000000000000000000e-01,1.000000000000000000e+00,0.000000000000000000e+00,4.655906866551347889e+01,0.000000000000000000e+00,1.000000000000000000e+00
-6.000000000000000000e+00,3.026651101509505892e+00,5.000000000000000000e-01,1.000000000000000000e+00,0.000000000000000000e+00,4.362118715429463833e+01,0.000000000000000000e+00,1.000000000000000000e+00
-5.000000000000000000e+00,4.026651101509505892e+00,5.000000000000000000e-01,1.000000000000000000e+00,0.000000000000000000e+00,4.081144332475881242e+01,0.000000000000000000e+00,1.000000000000000000e+00
-4.000000000000000000e+00,5.026651101509505892e+00,5.000000000000000000e-01,1.000000000000000000e+00,0.000000000000000000e+00,3.913071244240258295e+01,0.000000000000000000e+00,1.000000000000000000e+00
-3.000000000000000000e+00,6.026651101509505892e+00,5.000000000000000000e-01,1.000000000000000000e+00,0.000000000000000000e+00,3.558572615881261214e+01,0.000000000000000000e+00,1.000000000000000000e+00
-2.000000000000000000e+00,7.026651101509505892e+00,5.000000000000000000e-01,1.000000000000000000e+00,0.000000000000000000e+00,3.112214846375486488e+01,0.000000000000000000e+00,1.000000000000000000e+00
-1.000000000000000000e+00,8.026651101509505892e+00,5.000000000000000000e-01,1.000000000000000000e+00,0.000000000000000000e+00,2.354065632050219747e+01,0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,9.026651101509505892e+00,4.611999999999999988e-01,1.000000000000000000e+00,0.000000000000000000e+00,2.049300566656829403e+01,0.000000000000000000e+00,8.900000000000000133e-01
1.000000000000000000e+00,1.002665110150950589e+01,1.712000000000000188e-01,9.399999999999999467e-01,0.000000000000000000e+00,8.489211903940203641e+00,0.000000000000000000e+00,1.100000000000000006e-01
2.000000000000000000e+00,1.102665110150950589e+01,1.000000000000000056e-01,9.000000000000000222e-01,0.000000000000000000e+00,4.121172466665282030e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.000000000000000000e+00,1.202665110150950589e+01,1.001999999999999974e-01,8.599999999999999867e-01,0.000000000000000000e+00,7.636180327886450847e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000000e+00,1.302665110150950589e+01,7.599999999999999811e-02,7.099999999999999645e-01,0.000000000000000000e+00,4.481838350498599688e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e+00,1.402665110150950589e+01,6.779999999999999916e-02,6.099999999999999867e-01,0.000000000000000000e+00,4.171555465291096887e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.000000000000000000e+00,1.502665110150950589e+01,5.840000000000000052e-02,5.000000000000000000e-01,0.000000000000000000e+00,4.170637691049178031e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.000000000000000000e+00,1.602665110150950767e+01,4.400000000000000439e-02,4.400000000000000022e-01,0.000000000000000000e+00,3.241310498856908584e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.000000000000000000e+00,1.702665110150950767e+01,3.799999999999999906e-02,4.000000000000000222e-01,0.000000000000000000e+00,3.240635547234526737e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.000000000000000000e+00,1.802665110150950767e+01,3.720000000000000390e-02,3.599999999999999867e-01,0.000000000000000000e+00,3.240249797469327842e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+01,1.902665110150950767e+01,2.740000000000000074e-02,3.099999999999999978e-01,0.000000000000000000e+00,8.054501846793518105e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.100000000000000000e+01,2.002665110150950767e+01,1.860000000000000195e-02,2.700000000000000178e-01,0.000000000000000000e+00,2.417384950726713388e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.200000000000000000e+01,2.102665110150950767e+01,1.480000000000000066e-02,2.000000000000000111e-01,0.000000000000000000e+00,2.125000000000006328e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.300000000000000000e+01,2.202665110150950767e+01,9.599999999999999159e-03,1.400000000000000133e-01,0.000000000000000000e+00,1.767766952966371985e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.400000000000000000e+01,2.302665110150950767e+01,8.399999999999999481e-03,1.000000000000000056e-01,0.000000000000000000e+00,1.556237449748593127e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.500000000000000000e+01,2.402665110150950767e+01,3.200000000000000153e-03,5.999999999999999778e-02,0.000000000000000000e+00,1.340475661845447475e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.600000000000000000e+01,2.502665110150950767e+01,1.799999999999999951e-03,4.000000000000000083e-02,0.000000000000000000e+00,1.023169096484056739e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.700000000000000000e+01,2.602665110150950767e+01,1.799999999999999951e-03,4.000000000000000083e-02,0.000000000000000000e+00,9.185586535436926492e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.800000000000000000e+01,2.702665110150950767e+01,1.000000000000000021e-03,1.000000000000000021e-02,0.000000000000000000e+00,7.905694150421072042e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.900000000000000000e+01,2.802665110150950767e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.590169943749585812e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+01,2.902665110150950767e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.153882032022180648e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.100000000000000000e+01,3.002665110150950767e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.153882032022180648e-02,0.000000000000000000e+00,0.000000000000000000e+00
