# SNR_o [dB],SNR_e [dB],BER,PER,RMSE cfo,RMSE sto,preamble miss rate,preamble false rate
-1.000000000000000000e+01,-9.733488984904941077e-01,5.000000000000000000e-01,1.000000000000000000e+00,6.836738165928107902e-02,4.935797807852343766e+01,0.000000000000000000e+00,1.000000000000000000e+00
-9.000000000000000000e+00,2.665110150950589230e-02,5.000000000000000000e-01,1.000000000000000000e+00,6.836738165928106514e-02,4.717403947087846916e+01,0.000000000000000000e+00,1.000000000000000000e+00
-8.000000000000000000e+00,1.026651101509505892e+00,5.000000000000000000e-01,1.000000000000000000e+00,6.836738165928106514e-02,4.033187325180917071e+01,0.000000000000000000e+00,1.000000000000000000e+00
-7.000000000000000000e+00,2.026651101509505892e+00,5.000000000000000000e-01,1.000000000000000000e+00,6.836738165928107902e-02,4.008453567150304764e+01,0.000000000000000000e+00,1.000000000000000000e+00
-6.000000000000000000e+00,3.026651101509505892e+00,5.000000000000000000e-01,1.000000000000000000e+00,6.836738165928105126e-02,3.384095152326541722e+01,0.000000000000000000e+00,1.000000000000000000e+00
-5.000000000000000000e+00,4.026651101509505892e+00,5.000000000000000000e-01,1.000000000000000000e+00,6.836738165928106514e-02,2.567508519946915158e+01,0.000000000000000000e+00,1.000000000000000000e+00
-4.000000000000000000e+00,5.026651101509505892e+00,5.000000000000000000e-01,1.000000000000000000e+00,6.836738165928107902e-02,2.263006849304703394e+01,0.000000000000000000e+00,1.000000000000000000e+00
-3.000000000000000000e+00,6.026651101509505892e+00,5.000000000000000000e-01,1.000000000000000000e+00,6.840450136948987570e-02,9.579144011862437580e+00,0.000000000000000000e+00,1.000000000000000000e+00
-2.000000000000000000e+00,7.026651101509505892e+00,5.000000000000000000e-01,1.000000000000000000e+00,6.982166214598693743e-02,8.705170877128145079e+00,0.000000000000000000e+00,1.000000000000000000e+00
-1.000000000000000000e+00,8.026651101509505892e+00,5.000000000000000000e-01,1.000000000000000000e+00,7.354985516787199140e-02,5.899999999999999467e+00,0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,9.026651101509505892e+00,4.309999999999999942e-01,1.000000000000000000e+00,7.290311535437196677e-02,0.000000000000000000e+00,0.000000000000000000e+00,8.399999999999999689e-01
1.000000000000000000e+00,1.002665110150950589e+01,6.819999999999999674e-02,8.699999999999999956e-01,1.527392227029356411e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.999999999999999778e-02
2.000000000000000000e+00,1.102665110150950589e+01,2.220000000000000098e-02,6.500000000000000222e-01,8.479826199671474871e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.000000000000000000e+00,1.202665110150950589e+01,9.799999999999999684e-03,3.599999999999999867e-01,6.611497863864276153e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000000e+00,1.302665110150950589e+01,4.599999999999999922e-03,2.000000000000000111e-01,5.377961203163902047e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e+00,1.402665110150950589e+01,1.400000000000000203e-03,7.000000000000000666e-02,4.685877014492247430e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.000000000000000000e+00,1.502665110150950589e+01,8.000000000000000383e-04,4.000000000000000083e-02,4.043401831479137565e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.000000000000000000e+00,1.602665110150950767e+01,4.000000000000000192e-04,2.000000000000000042e-02,3.390462036031983289e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.000000000000000000e+00,1.702665110150950767e+01,2.000000000000000096e-04,1.000000000000000021e-02,2.851091296157307487e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.000000000000000000e+00,1.802665110150950767e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.522872245284606650e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+01,1.902665110150950767e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.231031004279879909e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.100000000000000000e+01,2.002665110150950767e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.976447139876774325e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.200000000000000000e+01,2.102665110150950767e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.752509359750653497e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.300000000000000000e+01,2.202665110150950767e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.603468293234644720e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.400000000000000000e+01,2.302665110150950767e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.390924824290926077e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.500000000000000000e+01,2.402665110150950767e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.239521367806079586e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.600000000000000000e+01,2.502665110150950767e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.124786048581061714e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.700000000000000000e+01,2.602665110150950767e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.982969103591908880e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.800000000000000000e+01,2.702665110150950767e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.662772265359625556e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.900000000000000000e+01,2.802665110150950767e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.705468124814362878e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+01,2.902665110150950767e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.855758405407977795e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.100000000000000000e+01,3.002665110150950767e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.101074393196595676e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.200000000000000000e+01,3.102665110150950767e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.339726421156210535e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.300000000000000000e+01,3.202665110150950767e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.779248959963756861e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.400000000000000000e+01,3.302665110150950767e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.255778629815806270e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
