SNR_o [dB],SNR_e [dB],BER,PER,RMSE cfo,RMSE sto,preamble miss rate,preamble false rate
-1.000000000000000000e+01,-9.733488984904941077e-01,4.912181999999999937e-01,1.000000000000000000e+00,9.740684773199346017e-03,2.646590808237995063e+01,0.000000000000000000e+00,0.000000000000000000e+00
-9.000000000000000000e+00,2.665110150950589230e-02,4.838437999999999906e-01,1.000000000000000000e+00,7.655475992663523556e-03,2.589671920883506218e+01,0.000000000000000000e+00,0.000000000000000000e+00
-8.000000000000000000e+00,1.026651101509505892e+00,4.712187999999999932e-01,1.000000000000000000e+00,5.715079960795056875e-03,2.486070445376611460e+01,0.000000000000000000e+00,0.000000000000000000e+00
-7.000000000000000000e+00,2.026651101509505892e+00,4.496419999999999861e-01,1.000000000000000000e+00,4.231203773238323418e-03,2.347405718953421783e+01,0.000000000000000000e+00,0.000000000000000000e+00
-6.000000000000000000e+00,3.026651101509505892e+00,4.163516000000000439e-01,1.000000000000000000e+00,3.257391363461120681e-03,2.149476015727578115e+01,0.000000000000000000e+00,0.000000000000000000e+00
-5.000000000000000000e+00,4.026651101509505892e+00,3.713069999999999982e-01,1.000000000000000000e+00,2.589533328843630910e-03,1.910537953938210265e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.000000000000000000e+00,5.026651101509505892e+00,3.196767999999999832e-01,1.000000000000000000e+00,2.126561937565951861e-03,1.647657706791876464e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.000000000000000000e+00,6.026651101509505892e+00,2.686073999999999962e-01,9.998799999999999910e-01,1.772494087639492778e-03,1.399173693649247419e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+00,7.026651101509505892e+00,2.223247999999999891e-01,9.993499999999999606e-01,1.491294719379316746e-03,1.174244510445959477e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.000000000000000000e+00,8.026651101509505892e+00,1.824000000000000066e-01,9.951699999999999990e-01,1.264966197379057290e-03,9.905255920153052784e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,9.026651101509505892e+00,1.483306000000000069e-01,9.804699999999999527e-01,1.080787004722832088e-03,8.338458462524343417e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.002665110150950589e+01,1.206631999999999982e-01,9.433700000000000419e-01,9.294086214742160049e-04,7.226755106893693714e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,1.102665110150950589e+01,9.785739999999999716e-02,8.649400000000000421e-01,8.038176062912954535e-04,6.240838059709160390e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.000000000000000000e+00,1.202665110150950589e+01,7.999420000000000142e-02,7.563999999999999613e-01,6.986882525292846362e-04,5.432526806192720770e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000000e+00,1.302665110150950589e+01,6.639479999999998994e-02,6.351700000000000124e-01,6.099437418541481509e-04,4.964758207857998151e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e+00,1.402665110150950589e+01,5.537120000000000236e-02,5.338199999999999612e-01,5.344430810083183317e-04,4.470220247649090872e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.000000000000000000e+00,1.502665110150950589e+01,4.655739999999999879e-02,4.545899999999999941e-01,4.697510793223691711e-04,4.085116927640058293e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.000000000000000000e+00,1.602665110150950767e+01,3.897459999999999813e-02,3.915699999999999736e-01,4.139667371185972670e-04,3.704414807022951894e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.000000000000000000e+00,1.702665110150950767e+01,3.200659999999999616e-02,3.393999999999999795e-01,3.655943809720008097e-04,3.331641229370534418e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.000000000000000000e+00,1.802665110150950767e+01,2.564619999999999747e-02,2.876600000000000268e-01,3.234467433441881438e-04,2.967435156198942714e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+01,1.902665110150950767e+01,2.000220000000000123e-02,2.381999999999999951e-01,2.865721115328875466e-04,2.625160798646253735e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.100000000000000000e+01,2.002665110150950767e+01,1.475359999999999866e-02,1.898499999999999910e-01,2.541996269844212872e-04,2.225787676588077524e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.200000000000000000e+01,2.102665110150950767e+01,1.012720000000000113e-02,1.444199999999999928e-01,2.256982323028557233e-04,1.779687999341660998e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.300000000000000000e+01,2.202665110150950767e+01,6.352799999999999593e-03,1.023000000000000020e-01,2.005458376549230438e-04,1.361210226691926151e+00,0.000000000000000000e+00,0.000000000000000000e+00
