0.000000000000000000e+00	4.983474999999999988e-01	1.000000000000000000e+00	2.306588024796317471e-01	3.531704960514823028e+02	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	4.973225000000000007e-01	1.000000000000000000e+00	2.358992342391109109e-01	3.760086250257433562e+02	0.000000000000000000e+00	0.000000000000000000e+00
2.000000000000000000e+00	4.937774999999999803e-01	1.000000000000000000e+00	2.393857312214777155e-01	3.716212923208922803e+02	0.000000000000000000e+00	0.000000000000000000e+00
3.000000000000000000e+00	4.889600000000000057e-01	1.000000000000000000e+00	2.458058676023572864e-01	3.745743996524589079e+02	0.000000000000000000e+00	0.000000000000000000e+00
4.000000000000000000e+00	4.833525000000000182e-01	1.000000000000000000e+00	2.486014310743152322e-01	3.640777562468629185e+02	0.000000000000000000e+00	0.000000000000000000e+00
5.000000000000000000e+00	4.725749999999999673e-01	1.000000000000000000e+00	2.493609545893956669e-01	3.623696766166425505e+02	0.000000000000000000e+00	0.000000000000000000e+00
6.000000000000000000e+00	4.574850000000000305e-01	1.000000000000000000e+00	2.496901792197738501e-01	3.538262657629447858e+02	0.000000000000000000e+00	0.000000000000000000e+00
7.000000000000000000e+00	4.391225000000000267e-01	1.000000000000000000e+00	2.496824775030684340e-01	3.310896073478448329e+02	0.000000000000000000e+00	0.000000000000000000e+00
8.000000000000000000e+00	4.325625000000000164e-01	1.000000000000000000e+00	2.496825779352633556e-01	3.205245337236293608e+02	0.000000000000000000e+00	0.000000000000000000e+00
9.000000000000000000e+00	4.258374999999999799e-01	1.000000000000000000e+00	2.496906474864343528e-01	3.202653947802510288e+02	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+01	4.173475000000000379e-01	1.000000000000000000e+00	2.497046023207332155e-01	3.033456807010775265e+02	0.000000000000000000e+00	0.000000000000000000e+00
1.100000000000000000e+01	4.246675000000000311e-01	1.000000000000000000e+00	2.497222478609105456e-01	3.402289404301904483e+02	0.000000000000000000e+00	0.000000000000000000e+00
1.200000000000000000e+01	4.198199999999999710e-01	1.000000000000000000e+00	2.497418366787753918e-01	3.248918238718082421e+02	0.000000000000000000e+00	0.000000000000000000e+00
1.300000000000000000e+01	4.152624999999999789e-01	1.000000000000000000e+00	2.497621182664258588e-01	3.132883108057177992e+02	0.000000000000000000e+00	0.000000000000000000e+00
1.400000000000000000e+01	4.111274999999999791e-01	1.000000000000000000e+00	2.497822523899649316e-01	3.084429993937293375e+02	0.000000000000000000e+00	0.000000000000000000e+00
1.500000000000000000e+01	3.915874999999999773e-01	1.000000000000000000e+00	2.498017034152051619e-01	2.852304648218701573e+02	0.000000000000000000e+00	0.000000000000000000e+00
1.600000000000000000e+01	3.777074999999999738e-01	1.000000000000000000e+00	2.498201501428734539e-01	2.612957018638078921e+02	0.000000000000000000e+00	0.000000000000000000e+00
1.700000000000000000e+01	3.636399999999999633e-01	1.000000000000000000e+00	2.498374176408132141e-01	2.566011931236875512e+02	0.000000000000000000e+00	0.000000000000000000e+00
1.800000000000000000e+01	3.502750000000000030e-01	1.000000000000000000e+00	2.498534285527937993e-01	2.445526583759620110e+02	0.000000000000000000e+00	0.000000000000000000e+00
1.900000000000000000e+01	3.483074999999999921e-01	1.000000000000000000e+00	2.498681693331956666e-01	2.502933151199807185e+02	0.000000000000000000e+00	0.000000000000000000e+00
2.000000000000000000e+01	3.532250000000000112e-01	1.000000000000000000e+00	2.498816671993407124e-01	2.585360356289814945e+02	0.000000000000000000e+00	0.000000000000000000e+00
2.100000000000000000e+01	3.541374999999999940e-01	1.000000000000000000e+00	2.498939745334039231e-01	2.475318844992498555e+02	0.000000000000000000e+00	0.000000000000000000e+00
2.200000000000000000e+01	3.581125000000000003e-01	1.000000000000000000e+00	2.499051583805207977e-01	2.507997138530065229e+02	0.000000000000000000e+00	0.000000000000000000e+00
2.300000000000000000e+01	3.598475000000000423e-01	1.000000000000000000e+00	2.499152934104220680e-01	2.481206990811124342e+02	0.000000000000000000e+00	0.000000000000000000e+00
2.400000000000000000e+01	3.607124999999999915e-01	1.000000000000000000e+00	2.499244572305092948e-01	2.488829751359059230e+02	0.000000000000000000e+00	0.000000000000000000e+00
2.500000000000000000e+01	3.650674999999999892e-01	1.000000000000000000e+00	2.499327272985676640e-01	2.631549699677929652e+02	0.000000000000000000e+00	0.000000000000000000e+00
2.600000000000000000e+01	3.668649999999999967e-01	1.000000000000000000e+00	2.499401789273275332e-01	2.660165119405185123e+02	0.000000000000000000e+00	0.000000000000000000e+00
2.700000000000000000e+01	3.659075000000000522e-01	1.000000000000000000e+00	2.499468840367691236e-01	2.725000313646771701e+02	0.000000000000000000e+00	0.000000000000000000e+00
2.800000000000000000e+01	3.691424999999999845e-01	1.000000000000000000e+00	2.499529104195835072e-01	2.767320825274872504e+02	0.000000000000000000e+00	0.000000000000000000e+00
2.900000000000000000e+01	3.735724999999999740e-01	1.000000000000000000e+00	2.499583213586736019e-01	2.868794790500011800e+02	0.000000000000000000e+00	0.000000000000000000e+00
