Channel              :,CH1,CH2
Frequency            :,  ?,  ?
Period               :,  ?,  ?
PK-PK                :,40.00mV,60.00mV
Probe attenuation    :,1X,1X
Voltage per ADC value:,1.250000mV,1.250000mV
Time interval        :,400.00000uS,400.00000uS

index,CH1_Voltage(mV),CH2_Voltage(mV)
378,560.000000,80.000000
379,560.000000,60.000000
380,560.000000,80.000000
381,560.000000,80.000000
382,560.000000,80.000000
383,580.000000,80.000000
384,560.000000,80.000000
385,560.000000,80.000000
386,560.000000,80.000000
387,560.000000,80.000000
388,560.000000,80.000000
389,580.000000,60.000000
390,560.000000,80.000000
391,560.000000,80.000000
392,560.000000,80.000000
393,560.000000,80.000000
394,560.000000,80.000000
395,560.000000,80.000000
396,560.000000,80.000000
397,560.000000,80.000000
398,560.000000,60.000000
399,560.000000,80.000000
400,560.000000,60.000000
401,560.000000,80.000000
402,580.000000,80.000000
403,560.000000,80.000000
404,560.000000,80.000000
405,560.000000,60.000000
406,560.000000,80.000000
407,560.000000,80.000000
408,580.000000,80.000000
409,580.000000,80.000000
410,560.000000,80.000000
411,560.000000,60.000000
412,560.000000,60.000000
413,560.000000,80.000000
414,560.000000,80.000000
415,560.000000,60.000000
416,560.000000,60.000000
417,560.000000,80.000000
418,560.000000,60.000000
419,560.000000,80.000000
420,560.000000,80.000000
421,560.000000,80.000000
422,560.000000,80.000000
423,560.000000,80.000000
424,560.000000,80.000000
425,560.000000,80.000000
426,560.000000,80.000000
427,560.000000,80.000000
428,560.000000,80.000000
429,560.000000,60.000000
430,560.000000,80.000000
431,560.000000,80.000000
432,560.000000,60.000000
433,560.000000,80.000000
434,560.000000,60.000000
435,560.000000,60.000000
436,560.000000,80.000000
437,560.000000,80.000000
438,560.000000,80.000000
439,560.000000,80.000000
440,560.000000,80.000000
441,560.000000,80.000000
442,560.000000,80.000000
443,560.000000,80.000000
444,560.000000,80.000000
445,580.000000,80.000000
446,580.000000,80.000000
447,560.000000,80.000000
448,560.000000,80.000000
449,560.000000,80.000000
450,560.000000,60.000000
451,560.000000,80.000000
452,560.000000,80.000000
453,560.000000,80.000000
454,560.000000,80.000000
455,560.000000,80.000000
456,560.000000,80.000000
457,560.000000,80.000000
458,560.000000,80.000000
459,560.000000,80.000000
460,560.000000,80.000000
461,560.000000,60.000000
462,560.000000,80.000000
463,560.000000,60.000000
464,560.000000,80.000000
465,560.000000,80.000000
466,560.000000,60.000000
467,580.000000,80.000000
468,560.000000,80.000000
469,560.000000,60.000000
470,560.000000,80.000000
471,560.000000,80.000000
472,560.000000,80.000000
473,580.000000,80.000000
474,560.000000,60.000000
475,560.000000,80.000000
476,560.000000,80.000000
477,560.000000,80.000000
478,560.000000,80.000000
479,560.000000,80.000000
480,560.000000,80.000000
481,580.000000,60.000000
482,560.000000,80.000000
483,560.000000,80.000000
484,560.000000,80.000000
485,560.000000,80.000000
486,560.000000,80.000000
487,560.000000,80.000000
488,560.000000,60.000000
489,560.000000,60.000000
490,560.000000,80.000000
491,560.000000,80.000000
492,560.000000,60.000000
493,560.000000,80.000000
494,560.000000,80.000000
495,560.000000,80.000000
496,560.000000,80.000000
497,560.000000,80.000000
498,560.000000,60.000000
499,580.000000,60.000000
500,580.000000,80.000000
501,560.000000,80.000000
502,560.000000,80.000000
503,580.000000,80.000000
504,560.000000,80.000000
505,580.000000,80.000000
506,560.000000,80.000000
