;Scopy version,f4beeb1
;Exported on,vendredi octobre 11/10/2024
;Device,M2K
;Nr of samples,114688
;Sample rate,10000
;Tool,Oscilloscope
;Additional Information,
Sample,Time(S),CH1(V)
43933,3.5741,0.0662419
43934,3.5742,0.0662419
43935,3.5743,0.0662419
43936,3.5744,0.0662419
43937,3.5745,0.0662419
43938,3.5746,0.0662419
43939,3.5747,0.0662419
43940,3.5748,0.0662419
43941,3.5749,0.0662419
43942,3.575,0.0662419
43943,3.5751,0.0662419
43944,3.5752,0.0662419
43945,3.5753,0.0662419
43946,3.5754,0.0662419
43947,3.5755,0.0662419
43948,3.5756,0.0662419
43949,3.5757,0.0662419
43950,3.5758,0.0662419
43951,3.5759,0.0662419
43952,3.576,0.0662419
43953,3.5761,0.0662419
43954,3.5762,0.0662419
43955,3.5763,0.0662419
43956,3.5764,0.0662419
43957,3.5765,0.0662419
43958,3.5766,0.0662419
43959,3.5767,0.0662419
43960,3.5768,0.0662419
43961,3.5769,0.0662419
43962,3.577,0.0662419
43963,3.5771,0.0662419
43964,3.5772,0.0662419
43965,3.5773,0.0662419
43966,3.5774,0.0662419
43967,3.5775,0.0662419
43968,3.5776,0.0662419
43969,3.5777,0.067898
43970,3.5778,0.067898
43971,3.5779,0.0662419
43972,3.578,0.0662419
43973,3.5781,0.0662419
43974,3.5782,0.0662419
43975,3.5783,0.0662419
43976,3.5784,0.0662419
43977,3.5785,0.0662419
43978,3.5786,0.0662419
43979,3.5787,0.067898
43980,3.5788,0.067898
43981,3.5789,0.0645859
43982,3.579,0.0662419
43983,3.5791,0.0662419
43984,3.5792,0.0662419
43985,3.5793,0.0662419
43986,3.5794,0.0662419
43987,3.5795,0.0662419
43988,3.5796,0.0662419
43989,3.5797,0.0662419
43990,3.5798,0.0662419
43991,3.5799,0.0662419
43992,3.58,0.0662419
43993,3.5801,0.0662419
43994,3.5802,0.0662419
43995,3.5803,0.0662419
43996,3.5804,0.0662419
43997,3.5805,0.0662419
43998,3.5806,0.0662419
43999,3.5807,0.0662419
44000,3.5808,0.0662419
44001,3.5809,0.0662419
44002,3.581,0.0662419
44003,3.5811,0.0662419
44004,3.5812,0.0662419
44005,3.5813,0.0662419
44006,3.5814,0.0662419
44007,3.5815,0.0645859
44008,3.5816,0.067898
44009,3.5817,0.067898
44010,3.5818,0.067898
44011,3.5819,0.0645859
44012,3.582,0.0662419
44013,3.5821,0.0662419
44014,3.5822,0.0662419
44015,3.5823,0.0662419
44016,3.5824,0.0662419
44017,3.5825,0.0645859
44018,3.5826,0.067898
44019,3.5827,0.0662419
44020,3.5828,0.0662419
44021,3.5829,0.0662419
44022,3.583,0.0662419
44023,3.5831,0.0662419
44024,3.5832,0.0662419
44025,3.5833,0.0662419
44026,3.5834,0.0662419
44027,3.5835,0.0645859
44028,3.5836,0.067898
44029,3.5837,0.067898
44030,3.5838,0.0645859
44031,3.5839,0.0662419
44032,3.584,0.0662419
44033,3.5841,0.0662419
44034,3.5842,0.0662419
44035,3.5843,0.0662419
44036,3.5844,0.0662419
44037,3.5845,0.0645859
44038,3.5846,0.067898
44039,3.5847,0.0645859
44040,3.5848,0.0662419
44041,3.5849,0.0662419
44042,3.585,0.0662419
44043,3.5851,0.0662419
44044,3.5852,0.0662419
44045,3.5853,0.0662419
44046,3.5854,0.0662419
44047,3.5855,0.0645859
44048,3.5856,0.067898
44049,3.5857,0.067898
44050,3.5858,0.0662419
44051,3.5859,0.0662419
44052,3.586,0.0662419
44053,3.5861,0.0662419
44054,3.5862,0.0662419
44055,3.5863,0.0662419
44056,3.5864,0.0662419
44057,3.5865,0.0645859
44058,3.5866,0.067898
44059,3.5867,0.0662419
44060,3.5868,0.0662419
44061,3.5869,0.0662419
44062,3.587,0.0662419
44063,3.5871,0.0662419
44064,3.5872,0.0662419
44065,3.5873,0.0662419
44066,3.5874,0.0662419
44067,3.5875,0.0645859
44068,3.5876,0.067898
44069,3.5877,0.067898
44070,3.5878,0.0645859
44071,3.5879,0.0662419
44072,3.588,0.0662419
44073,3.5881,0.0662419
44074,3.5882,0.0662419
44075,3.5883,0.0662419
44076,3.5884,0.0662419
44077,3.5885,0.0662419
44078,3.5886,0.067898
44079,3.5887,0.0645859
44080,3.5888,0.0662419
44081,3.5889,0.0662419
44082,3.589,0.0662419
44083,3.5891,0.0662419
44084,3.5892,0.0662419
44085,3.5893,0.0662419
44086,3.5894,0.0662419
44087,3.5895,0.0662419
44088,3.5896,0.067898
44089,3.5897,0.067898
44090,3.5898,0.0645859
44091,3.5899,0.0662419
44092,3.59,0.0662419
44093,3.5901,0.0662419
44094,3.5902,0.0662419
44095,3.5903,0.0662419
44096,3.5904,0.0662419
44097,3.5905,0.0662419
44098,3.5906,0.0662419
44099,3.5907,0.0662419
44100,3.5908,0.0662419
44101,3.5909,0.0662419
44102,3.591,0.0662419
44103,3.5911,0.0662419
44104,3.5912,0.0662419
44105,3.5913,0.0662419
44106,3.5914,0.0662419
44107,3.5915,0.0662419
44108,3.5916,0.0662419
44109,3.5917,0.0662419
44110,3.5918,0.0662419
44111,3.5919,0.0662419
44112,3.592,0.0662419
44113,3.5921,0.0662419
44114,3.5922,0.0662419
44115,3.5923,0.0662419
44116,3.5924,0.0662419
44117,3.5925,0.0662419
44118,3.5926,0.067898
44119,3.5927,0.0645859
44120,3.5928,0.0662419
44121,3.5929,0.0662419
44122,3.593,0.0662419
44123,3.5931,0.0662419
44124,3.5932,0.0662419
44125,3.5933,0.0662419
44126,3.5934,0.0662419
44127,3.5935,0.0662419
44128,3.5936,0.0662419
44129,3.5937,0.0662419
44130,3.5938,0.0662419
44131,3.5939,0.0662419
44132,3.594,0.0662419
44133,3.5941,0.0662419
44134,3.5942,0.0662419
44135,3.5943,0.0662419
44136,3.5944,0.0662419
44137,3.5945,0.0662419
44138,3.5946,0.067898
44139,3.5947,0.0645859
44140,3.5948,0.0662419
44141,3.5949,0.0662419
44142,3.595,0.0662419
44143,3.5951,0.0662419
44144,3.5952,0.0662419
44145,3.5953,0.0662419
44146,3.5954,0.0662419
44147,3.5955,0.0662419
44148,3.5956,0.0662419
44149,3.5957,0.0662419
44150,3.5958,0.0662419
44151,3.5959,0.0662419
44152,3.596,0.0662419
44153,3.5961,0.0662419
44154,3.5962,0.0662419
44155,3.5963,0.0662419
44156,3.5964,0.0662419
44157,3.5965,0.0662419
44158,3.5966,0.0662419
44159,3.5967,0.0662419
44160,3.5968,0.0662419
44161,3.5969,0.0662419
44162,3.597,0.0662419
44163,3.5971,0.0662419
44164,3.5972,0.0662419
44165,3.5973,0.0662419
44166,3.5974,0.0662419
44167,3.5975,0.0662419
44168,3.5976,0.0662419
44169,3.5977,0.0662419
44170,3.5978,0.0662419
44171,3.5979,0.0662419
44172,3.598,0.0662419
44173,3.5981,0.0662419
44174,3.5982,0.0662419
44175,3.5983,0.0662419
44176,3.5984,0.0645859
44177,3.5985,0.067898
44178,3.5986,0.0662419
44179,3.5987,0.0662419
44180,3.5988,0.0662419
44181,3.5989,0.0662419
44182,3.599,0.0662419
44183,3.5991,0.0662419
44184,3.5992,0.0662419
44185,3.5993,0.0662419
44186,3.5994,0.0645859
44187,3.5995,0.067898
44188,3.5996,0.067898
44189,3.5997,0.0645859
44190,3.5998,0.0662419
44191,3.5999,0.0662419
44192,3.6,0.0662419
44193,3.6001,0.0662419
44194,3.6002,0.0662419
44195,3.6003,0.0662419
44196,3.6004,0.0645859
44197,3.6005,0.067898
44198,3.6006,0.067898
44199,3.6007,0.0645859
44200,3.6008,0.0662419
44201,3.6009,0.0662419
44202,3.601,0.0662419
44203,3.6011,0.0662419
44204,3.6012,0.0662419
44205,3.6013,0.0662419
44206,3.6014,0.0662419
44207,3.6015,0.0662419
44208,3.6016,0.0662419
44209,3.6017,0.0662419
44210,3.6018,0.0662419
44211,3.6019,0.0662419
44212,3.602,0.0662419
44213,3.6021,0.0662419
44214,3.6022,0.0662419
44215,3.6023,0.0662419
44216,3.6024,0.0645859
44217,3.6025,0.067898
44218,3.6026,0.0662419
44219,3.6027,0.0662419
44220,3.6028,0.0662419
44221,3.6029,0.0662419
44222,3.603,0.0662419
44223,3.6031,0.0662419
44224,3.6032,0.0662419
44225,3.6033,0.0662419
44226,3.6034,0.0662419
44227,3.6035,0.067898
44228,3.6036,0.0645859
44229,3.6037,0.0662419
44230,3.6038,0.0662419
44231,3.6039,0.0662419
44232,3.604,0.0662419
44233,3.6041,0.0662419
44234,3.6042,0.0662419
44235,3.6043,0.0662419
44236,3.6044,0.0662419
44237,3.6045,0.067898
44238,3.6046,0.0645859
44239,3.6047,0.0662419
44240,3.6048,0.0662419
44241,3.6049,0.0662419
44242,3.605,0.0662419
44243,3.6051,0.0662419
44244,3.6052,0.0662419
44245,3.6053,0.0662419
44246,3.6054,0.0662419
44247,3.6055,0.067898
44248,3.6056,0.0645859
44249,3.6057,0.0662419
44250,3.6058,0.0662419
44251,3.6059,0.0662419
44252,3.606,0.0662419
44253,3.6061,0.0662419
44254,3.6062,0.0662419
44255,3.6063,0.0662419
44256,3.6064,0.0662419
44257,3.6065,0.067898
44258,3.6066,0.0645859
44259,3.6067,0.0662419
44260,3.6068,0.0662419
44261,3.6069,0.0662419
44262,3.607,0.0662419
44263,3.6071,0.0662419
44264,3.6072,0.0662419
44265,3.6073,0.0662419
44266,3.6074,0.0662419
44267,3.6075,0.0662419
44268,3.6076,0.0662419
44269,3.6077,0.0662419
44270,3.6078,0.0662419
44271,3.6079,0.0662419
44272,3.608,0.0662419
44273,3.6081,0.0662419
44274,3.6082,0.0662419
44275,3.6083,0.0662419
44276,3.6084,0.0662419
44277,3.6085,0.0645859
44278,3.6086,0.067898
44279,3.6087,0.0662419
44280,3.6088,0.0662419
44281,3.6089,0.0662419
44282,3.609,0.0662419
44283,3.6091,0.0662419
44284,3.6092,0.0662419
44285,3.6093,0.0662419
44286,3.6094,0.0662419
44287,3.6095,0.0662419
44288,3.6096,0.0662419
44289,3.6097,0.0662419
44290,3.6098,0.0662419
44291,3.6099,0.0662419
44292,3.61,0.0662419
44293,3.6101,0.0662419
44294,3.6102,0.0662419
44295,3.6103,0.0662419
44296,3.6104,0.0662419
44297,3.6105,0.0662419
44298,3.6106,0.0662419
44299,3.6107,0.0662419
44300,3.6108,0.0662419
44301,3.6109,0.0662419
44302,3.611,0.0662419
44303,3.6111,0.0662419
44304,3.6112,0.0662419
44305,3.6113,0.0662419
44306,3.6114,0.0662419
44307,3.6115,0.067898
44308,3.6116,0.0645859
44309,3.6117,0.0662419
44310,3.6118,0.0662419
44311,3.6119,0.0662419
44312,3.612,0.0662419
44313,3.6121,0.0662419
44314,3.6122,0.0662419
44315,3.6123,0.0645859
44316,3.6124,0.067898
44317,3.6125,0.067898
44318,3.6126,0.0645859
44319,3.6127,0.0662419
44320,3.6128,0.0662419
44321,3.6129,0.0662419
44322,3.613,0.0662419
44323,3.6131,0.0662419
44324,3.6132,0.0662419
44325,3.6133,0.0645859
44326,3.6134,0.067898
44327,3.6135,0.0662419
44328,3.6136,0.0662419
44329,3.6137,0.0662419
44330,3.6138,0.0662419
44331,3.6139,0.0662419
44332,3.614,0.0662419
44333,3.6141,0.0662419
44334,3.6142,0.0662419
44335,3.6143,0.0662419
44336,3.6144,0.0662419
44337,3.6145,0.0662419
44338,3.6146,0.0662419
44339,3.6147,0.0662419
44340,3.6148,0.0662419
44341,3.6149,0.0662419
44342,3.615,0.0662419
44343,3.6151,0.0662419
44344,3.6152,0.0662419
44345,3.6153,0.0645859
44346,3.6154,0.067898
44347,3.6155,0.0645859
44348,3.6156,0.0662419
44349,3.6157,0.0662419
44350,3.6158,0.0662419
44351,3.6159,0.0662419
44352,3.616,0.0662419
44353,3.6161,0.0662419
44354,3.6162,0.0662419
44355,3.6163,0.0645859
44356,3.6164,0.067898
44357,3.6165,0.067898
44358,3.6166,0.0662419
44359,3.6167,0.067898
44360,3.6168,0.0645859
44361,3.6169,0.0662419
44362,3.617,0.0662419
44363,3.6171,0.0662419
44364,3.6172,0.0662419
44365,3.6173,0.0662419
44366,3.6174,0.067898
44367,3.6175,0.067898
44368,3.6176,0.0645859
44369,3.6177,0.0662419
44370,3.6178,0.0662419
44371,3.6179,0.0662419
44372,3.618,0.0662419
44373,3.6181,0.0662419
44374,3.6182,0.0662419
44375,3.6183,0.0662419
44376,3.6184,0.067898
44377,3.6185,0.067898
44378,3.6186,0.0662419
44379,3.6187,0.0662419
44380,3.6188,0.0662419
44381,3.6189,0.0662419
44382,3.619,0.0662419
44383,3.6191,0.0662419
44384,3.6192,0.0662419
44385,3.6193,0.0645859
44386,3.6194,0.067898
44387,3.6195,0.067898
44388,3.6196,0.0645859
44389,3.6197,0.0662419
44390,3.6198,0.0662419
44391,3.6199,0.0662419
44392,3.62,0.0662419
44393,3.6201,0.0662419
44394,3.6202,0.0662419
44395,3.6203,0.0662419
44396,3.6204,0.067898
44397,3.6205,0.067898
44398,3.6206,0.0645859
44399,3.6207,0.0662419
44400,3.6208,0.0662419
44401,3.6209,0.0662419
44402,3.621,0.0662419
44403,3.6211,0.0662419
44404,3.6212,0.0662419
44405,3.6213,0.0662419
44406,3.6214,0.0662419
44407,3.6215,0.0662419
44408,3.6216,0.067898
44409,3.6217,0.0645859
44410,3.6218,0.0662419
44411,3.6219,0.0662419
44412,3.622,0.0662419
44413,3.6221,0.0662419
44414,3.6222,0.0662419
44415,3.6223,0.0662419
44416,3.6224,0.067898
44417,3.6225,0.067898
44418,3.6226,0.0662419
44419,3.6227,0.0662419
44420,3.6228,0.0662419
44421,3.6229,0.0662419
44422,3.623,0.0662419
44423,3.6231,0.0662419
44424,3.6232,0.0662419
44425,3.6233,0.0662419
44426,3.6234,0.0662419
44427,3.6235,0.0662419
44428,3.6236,0.0662419
44429,3.6237,0.0662419
44430,3.6238,0.0662419
44431,3.6239,0.0662419
44432,3.624,0.0662419
44433,3.6241,0.0662419
44434,3.6242,0.0662419
44435,3.6243,0.0662419
44436,3.6244,0.067898
44437,3.6245,0.0645859
44438,3.6246,0.0662419
44439,3.6247,0.0662419
44440,3.6248,0.0662419
44441,3.6249,0.0662419
44442,3.625,0.0662419
44443,3.6251,0.0662419
44444,3.6252,0.0662419
44445,3.6253,0.0662419
44446,3.6254,0.0662419
44447,3.6255,0.0662419
44448,3.6256,0.0662419
44449,3.6257,0.0662419
44450,3.6258,0.0662419
44451,3.6259,0.0662419
44452,3.626,0.0662419
44453,3.6261,0.0662419
44454,3.6262,0.0645859
44455,3.6263,0.067898
44456,3.6264,0.0662419
44457,3.6265,0.0662419
44458,3.6266,0.0662419
44459,3.6267,0.0662419
44460,3.6268,0.0662419
44461,3.6269,0.0662419
44462,3.627,0.0662419
44463,3.6271,0.0662419
44464,3.6272,0.0662419
44465,3.6273,0.067898
44466,3.6274,0.0645859
44467,3.6275,0.0662419
44468,3.6276,0.0662419
44469,3.6277,0.0662419
44470,3.6278,0.0662419
44471,3.6279,0.0662419
44472,3.628,0.0662419
44473,3.6281,0.0662419
44474,3.6282,0.0645859
44475,3.6283,0.067898
44476,3.6284,0.067898
44477,3.6285,0.0645859
44478,3.6286,0.0662419
44479,3.6287,0.0662419
44480,3.6288,0.0662419
44481,3.6289,0.0662419
44482,3.629,0.0662419
44483,3.6291,0.0662419
44484,3.6292,0.0645859
44485,3.6293,0.067898
44486,3.6294,0.0645859
44487,3.6295,0.0662419
44488,3.6296,0.0662419
44489,3.6297,0.0662419
44490,3.6298,0.0662419
44491,3.6299,0.0662419
44492,3.63,0.0662419
44493,3.6301,0.0662419
44494,3.6302,0.0645859
44495,3.6303,0.067898
44496,3.6304,0.0662419
44497,3.6305,0.0662419
44498,3.6306,0.0662419
44499,3.6307,0.0662419
44500,3.6308,0.0662419
44501,3.6309,0.0662419
44502,3.631,0.0662419
44503,3.6311,0.0662419
44504,3.6312,0.0645859
44505,3.6313,0.067898
44506,3.6314,0.067898
44507,3.6315,0.0645859
44508,3.6316,0.0662419
44509,3.6317,0.0662419
44510,3.6318,0.0662419
44511,3.6319,0.0662419
44512,3.632,0.0662419
44513,3.6321,0.0662419
44514,3.6322,0.0645859
44515,3.6323,0.067898
44516,3.6324,0.0645859
44517,3.6325,0.0662419
44518,3.6326,0.0662419
44519,3.6327,0.0662419
44520,3.6328,0.0662419
44521,3.6329,0.0662419
44522,3.633,0.0662419
44523,3.6331,0.0662419
44524,3.6332,0.0645859
44525,3.6333,0.067898
44526,3.6334,0.0662419
44527,3.6335,0.0662419
44528,3.6336,0.0662419
44529,3.6337,0.0662419
44530,3.6338,0.0662419
44531,3.6339,0.0662419
44532,3.634,0.0662419
44533,3.6341,0.0662419
44534,3.6342,0.0662419
44535,3.6343,0.067898
44536,3.6344,0.067898
44537,3.6345,0.0645859
44538,3.6346,0.0662419
44539,3.6347,0.0662419
44540,3.6348,0.0662419
44541,3.6349,0.0662419
44542,3.635,0.0662419
44543,3.6351,0.0662419
44544,3.6352,0.0662419
44545,3.6353,0.067898
44546,3.6354,0.067898
44547,3.6355,0.0662419
44548,3.6356,0.0662419
44549,3.6357,0.0662419
44550,3.6358,0.0662419
44551,3.6359,0.0662419
44552,3.636,0.0662419
44553,3.6361,0.0662419
44554,3.6362,0.0662419
44555,3.6363,0.067898
44556,3.6364,0.067898
44557,3.6365,0.0645859
44558,3.6366,0.0662419
44559,3.6367,0.0662419
44560,3.6368,0.0662419
44561,3.6369,0.0662419
44562,3.637,0.0662419
44563,3.6371,0.0662419
44564,3.6372,0.0662419
44565,3.6373,0.0662419
44566,3.6374,0.0662419
44567,3.6375,0.0662419
44568,3.6376,0.0662419
44569,3.6377,0.0662419
44570,3.6378,0.0662419
44571,3.6379,0.0662419
44572,3.638,0.0662419
44573,3.6381,0.0662419
44574,3.6382,0.0662419
44575,3.6383,0.067898
44576,3.6384,0.067898
44577,3.6385,0.0645859
44578,3.6386,0.0662419
44579,3.6387,0.0662419
44580,3.6388,0.0662419
44581,3.6389,0.0662419
44582,3.639,0.0662419
44583,3.6391,0.0662419
44584,3.6392,0.0662419
44585,3.6393,0.0662419
44586,3.6394,0.0662419
44587,3.6395,0.0662419
44588,3.6396,0.0662419
44589,3.6397,0.0662419
44590,3.6398,0.0662419
44591,3.6399,0.0662419
44592,3.64,0.0662419
44593,3.6401,0.0662419
44594,3.6402,0.0662419
44595,3.6403,0.0662419
44596,3.6404,0.0662419
44597,3.6405,0.0662419
44598,3.6406,0.0662419
44599,3.6407,0.0662419
44600,3.6408,0.0662419
44601,3.6409,0.0662419
44602,3.641,0.0662419
44603,3.6411,0.0645859
44604,3.6412,0.067898
44605,3.6413,0.067898
44606,3.6414,0.0645859
44607,3.6415,0.0662419
44608,3.6416,0.0662419
44609,3.6417,0.0662419
44610,3.6418,0.0662419
44611,3.6419,0.0662419
44612,3.642,0.0662419
44613,3.6421,0.0645859
44614,3.6422,0.067898
44615,3.6423,0.067898
44616,3.6424,0.0662419
44617,3.6425,0.0662419
44618,3.6426,0.0662419
44619,3.6427,0.0662419
44620,3.6428,0.0662419
44621,3.6429,0.0662419
44622,3.643,0.0662419
44623,3.6431,0.0645859
44624,3.6432,0.067898
44625,3.6433,0.0662419
44626,3.6434,0.0662419
44627,3.6435,0.0662419
44628,3.6436,0.0662419
44629,3.6437,0.0662419
44630,3.6438,0.0662419
44631,3.6439,0.0662419
44632,3.644,0.0662419
44633,3.6441,0.0645859
44634,3.6442,0.067898
44635,3.6443,0.067898
44636,3.6444,0.0645859
44637,3.6445,0.0662419
44638,3.6446,0.0662419
44639,3.6447,0.0662419
44640,3.6448,0.0662419
44641,3.6449,0.0662419
44642,3.645,0.0662419
44643,3.6451,0.0662419
44644,3.6452,0.067898
44645,3.6453,0.067898
44646,3.6454,0.067898
44647,3.6455,0.0645859
44648,3.6456,0.0662419
44649,3.6457,0.0662419
44650,3.6458,0.0662419
44651,3.6459,0.0662419
44652,3.646,0.0662419
44653,3.6461,0.0645859
44654,3.6462,0.067898
44655,3.6463,0.0662419
44656,3.6464,0.0662419
44657,3.6465,0.0662419
44658,3.6466,0.0662419
44659,3.6467,0.0662419
44660,3.6468,0.0662419
44661,3.6469,0.0662419
44662,3.647,0.0662419
44663,3.6471,0.0662419
44664,3.6472,0.067898
44665,3.6473,0.0645859
44666,3.6474,0.0662419
44667,3.6475,0.0662419
44668,3.6476,0.0662419
44669,3.6477,0.0662419
44670,3.6478,0.0662419
44671,3.6479,0.0662419
44672,3.648,0.0662419
44673,3.6481,0.0645859
44674,3.6482,0.067898
44675,3.6483,0.0645859
44676,3.6484,0.0662419
44677,3.6485,0.0662419
44678,3.6486,0.0662419
44679,3.6487,0.0662419
44680,3.6488,0.0662419
44681,3.6489,0.0662419
44682,3.649,0.0662419
44683,3.6491,0.0662419
44684,3.6492,0.0662419
44685,3.6493,0.0662419
44686,3.6494,0.0662419
44687,3.6495,0.0662419
44688,3.6496,0.0662419
44689,3.6497,0.0662419
44690,3.6498,0.0662419
44691,3.6499,0.0662419
44692,3.65,0.0662419
44693,3.6501,0.0662419
44694,3.6502,0.0662419
44695,3.6503,0.0662419
44696,3.6504,0.0662419
44697,3.6505,0.0662419
44698,3.6506,0.0662419
44699,3.6507,0.0662419
44700,3.6508,0.0662419
44701,3.6509,0.0662419
44702,3.651,0.0662419
44703,3.6511,0.0662419
44704,3.6512,0.067898
44705,3.6513,0.0645859
44706,3.6514,0.0662419
44707,3.6515,0.0662419
44708,3.6516,0.0662419
44709,3.6517,0.0662419
44710,3.6518,0.0662419
44711,3.6519,0.0662419
44712,3.652,0.0662419
44713,3.6521,0.0645859
44714,3.6522,0.067898
44715,3.6523,0.0662419
44716,3.6524,0.0662419
44717,3.6525,0.0662419
44718,3.6526,0.0662419
44719,3.6527,0.0662419
44720,3.6528,0.0662419
44721,3.6529,0.0662419
44722,3.653,0.0662419
44723,3.6531,0.0662419
44724,3.6532,0.0662419
44725,3.6533,0.0662419
44726,3.6534,0.0662419
44727,3.6535,0.0662419
44728,3.6536,0.0662419
44729,3.6537,0.0662419
44730,3.6538,0.0662419
44731,3.6539,0.0662419
44732,3.654,0.0662419
44733,3.6541,0.0662419
44734,3.6542,0.0662419
44735,3.6543,0.0662419
44736,3.6544,0.0662419
44737,3.6545,0.0662419
44738,3.6546,0.0662419
44739,3.6547,0.0662419
44740,3.6548,0.0662419
44741,3.6549,0.0662419
44742,3.655,0.0645859
44743,3.6551,0.067898
44744,3.6552,0.067898
44745,3.6553,0.0662419
44746,3.6554,0.0662419
44747,3.6555,0.0662419
44748,3.6556,0.0662419
44749,3.6557,0.0662419
44750,3.6558,0.0662419
44751,3.6559,0.0662419
44752,3.656,0.0662419
44753,3.6561,0.0662419
44754,3.6562,0.0662419
44755,3.6563,0.0662419
44756,3.6564,0.0662419
44757,3.6565,0.0662419
44758,3.6566,0.0662419
44759,3.6567,0.0662419
44760,3.6568,0.0662419
44761,3.6569,0.0662419
44762,3.657,0.0662419
44763,3.6571,0.0662419
44764,3.6572,0.0662419
44765,3.6573,0.0662419
44766,3.6574,0.0662419
44767,3.6575,0.0662419
44768,3.6576,0.0662419
44769,3.6577,0.0662419
44770,3.6578,0.0662419
44771,3.6579,0.0662419
44772,3.658,0.0645859
44773,3.6581,0.067898
44774,3.6582,0.0645859
44775,3.6583,0.0662419
44776,3.6584,0.0662419
44777,3.6585,0.0662419
44778,3.6586,0.0662419
44779,3.6587,0.0662419
44780,3.6588,0.0662419
44781,3.6589,0.0662419
44782,3.659,0.0645859
44783,3.6591,0.067898
44784,3.6592,0.0662419
44785,3.6593,0.0662419
44786,3.6594,0.0662419
44787,3.6595,0.0662419
44788,3.6596,0.0662419
44789,3.6597,0.0662419
44790,3.6598,0.0662419
44791,3.6599,0.0662419
44792,3.66,0.0645859
44793,3.6601,0.067898
44794,3.6602,0.0645859
44795,3.6603,0.0662419
44796,3.6604,0.0662419
44797,3.6605,0.0662419
44798,3.6606,0.0662419
44799,3.6607,0.0662419
44800,3.6608,0.0662419
44801,3.6609,0.0662419
44802,3.661,0.0645859
44803,3.6611,0.067898
44804,3.6612,0.0662419
44805,3.6613,0.0662419
44806,3.6614,0.0662419
44807,3.6615,0.0662419
44808,3.6616,0.0662419
44809,3.6617,0.0662419
44810,3.6618,0.0662419
44811,3.6619,0.0662419
44812,3.662,0.0645859
44813,3.6621,0.067898
44814,3.6622,0.0645859
44815,3.6623,0.0662419
44816,3.6624,0.0662419
44817,3.6625,0.0662419
44818,3.6626,0.0662419
44819,3.6627,0.0662419
44820,3.6628,0.0662419
44821,3.6629,0.0662419
44822,3.663,0.0662419
44823,3.6631,0.067898
44824,3.6632,0.067898
44825,3.6633,0.0662419
44826,3.6634,0.0662419
44827,3.6635,0.0662419
44828,3.6636,0.0662419
44829,3.6637,0.0662419
44830,3.6638,0.0662419
44831,3.6639,0.0662419
44832,3.664,0.0645859
44833,3.6641,0.067898
44834,3.6642,0.0662419
44835,3.6643,0.0662419
44836,3.6644,0.0662419
44837,3.6645,0.0662419
44838,3.6646,0.0662419
44839,3.6647,0.0662419
44840,3.6648,0.0662419
44841,3.6649,0.0662419
44842,3.665,0.0662419
44843,3.6651,0.067898
44844,3.6652,0.0645859
44845,3.6653,0.0662419
44846,3.6654,0.0662419
44847,3.6655,0.0662419
44848,3.6656,0.0662419
44849,3.6657,0.0662419
44850,3.6658,0.0662419
44851,3.6659,0.0662419
44852,3.666,0.0662419
44853,3.6661,0.067898
44854,3.6662,0.067898
44855,3.6663,0.067898
44856,3.6664,0.0645859
44857,3.6665,0.0662419
44858,3.6666,0.0662419
44859,3.6667,0.0662419
44860,3.6668,0.0662419
44861,3.6669,0.0662419
44862,3.667,0.0662419
44863,3.6671,0.067898
44864,3.6672,0.0645859
44865,3.6673,0.0662419
44866,3.6674,0.0662419
44867,3.6675,0.0662419
44868,3.6676,0.0662419
44869,3.6677,0.0662419
44870,3.6678,0.0662419
44871,3.6679,0.0662419
44872,3.668,0.0662419
44873,3.6681,0.067898
44874,3.6682,0.0645859
44875,3.6683,0.0662419
44876,3.6684,0.0662419
44877,3.6685,0.0662419
44878,3.6686,0.0662419
44879,3.6687,0.0662419
44880,3.6688,0.0662419
44881,3.6689,0.0662419
44882,3.669,0.0662419
44883,3.6691,0.0662419
44884,3.6692,0.0662419
44885,3.6693,0.0662419
44886,3.6694,0.0662419
44887,3.6695,0.0662419
44888,3.6696,0.0662419
44889,3.6697,0.0662419
44890,3.6698,0.0662419
44891,3.6699,0.0645859
44892,3.67,0.067898
44893,3.6701,0.067898
44894,3.6702,0.0645859
44895,3.6703,0.0662419
44896,3.6704,0.0662419
44897,3.6705,0.0662419
44898,3.6706,0.0662419
44899,3.6707,0.0662419
44900,3.6708,0.0662419
44901,3.6709,0.0645859
44902,3.671,0.067898
44903,3.6711,0.067898
44904,3.6712,0.0645859
44905,3.6713,0.0662419
44906,3.6714,0.0662419
44907,3.6715,0.0662419
44908,3.6716,0.0662419
44909,3.6717,0.0662419
44910,3.6718,0.0662419
44911,3.6719,0.0662419
44912,3.672,0.0662419
44913,3.6721,0.0662419
44914,3.6722,0.0662419
44915,3.6723,0.0662419
44916,3.6724,0.0662419
44917,3.6725,0.0662419
44918,3.6726,0.0662419
44919,3.6727,0.0662419
44920,3.6728,0.0662419
44921,3.6729,0.0662419
44922,3.673,0.0662419
44923,3.6731,0.0662419
44924,3.6732,0.0662419
44925,3.6733,0.0662419
44926,3.6734,0.0662419
44927,3.6735,0.0662419
44928,3.6736,0.0662419
44929,3.6737,0.0662419
44930,3.6738,0.0662419
44931,3.6739,0.0645859
44932,3.674,0.067898
44933,3.6741,0.0645859
44934,3.6742,0.0662419
44935,3.6743,0.0662419
44936,3.6744,0.0662419
44937,3.6745,0.0662419
44938,3.6746,0.0662419
44939,3.6747,0.0662419
