;Scopy version,f4beeb1
;Exported on,vendredi octobre 11/10/2024
;Device,M2K
;Nr of samples,114688
;Sample rate,10000
;Tool,Oscilloscope
;Additional Information,
Sample,Time(S),CH1(V)
10935,0.2743,0.0579617
10936,0.2744,0.0579617
10937,0.2745,0.0579617
10938,0.2746,0.0579617
10939,0.2747,0.0579617
10940,0.2748,0.0579617
10941,0.2749,0.0579617
10942,0.275,0.0579617
10943,0.2751,0.0579617
10944,0.2752,0.0579617
10945,0.2753,0.0579617
10946,0.2754,0.0579617
10947,0.2755,0.0579617
10948,0.2756,0.0579617
10949,0.2757,0.0579617
10950,0.2758,0.0579617
10951,0.2759,0.0579617
10952,0.276,0.0579617
10953,0.2761,0.0579617
10954,0.2762,0.0579617
10955,0.2763,0.0579617
10956,0.2764,0.0579617
10957,0.2765,0.0579617
10958,0.2766,0.0579617
10959,0.2767,0.0579617
10960,0.2768,0.0579617
10961,0.2769,0.0579617
10962,0.277,0.0579617
10963,0.2771,0.0579617
10964,0.2772,0.0579617
10965,0.2773,0.0579617
10966,0.2774,0.0579617
10967,0.2775,0.0579617
10968,0.2776,0.0579617
10969,0.2777,0.0579617
10970,0.2778,0.0579617
10971,0.2779,0.0579617
10972,0.278,0.0579617
10973,0.2781,0.0579617
10974,0.2782,0.0579617
10975,0.2783,0.0579617
10976,0.2784,0.0579617
10977,0.2785,0.0579617
10978,0.2786,0.0579617
10979,0.2787,0.0579617
10980,0.2788,0.0579617
10981,0.2789,0.0579617
10982,0.279,0.0579617
10983,0.2791,0.0579617
10984,0.2792,0.0579617
10985,0.2793,0.0579617
10986,0.2794,0.0579617
10987,0.2795,0.0579617
10988,0.2796,0.0579617
10989,0.2797,0.0579617
10990,0.2798,0.0579617
10991,0.2799,0.0579617
10992,0.28,0.0579617
10993,0.2801,0.0579617
10994,0.2802,0.0579617
10995,0.2803,0.0579617
10996,0.2804,0.0579617
10997,0.2805,0.0579617
10998,0.2806,0.0579617
10999,0.2807,0.0579617
11000,0.2808,0.0579617
11001,0.2809,0.0579617
11002,0.281,0.0579617
11003,0.2811,0.0579617
11004,0.2812,0.0579617
11005,0.2813,0.0579617
11006,0.2814,0.0579617
11007,0.2815,0.0579617
11008,0.2816,0.0579617
11009,0.2817,0.0579617
11010,0.2818,0.0579617
11011,0.2819,0.0579617
11012,0.282,0.0579617
11013,0.2821,0.0579617
11014,0.2822,0.0579617
11015,0.2823,0.0579617
11016,0.2824,0.0579617
11017,0.2825,0.0579617
11018,0.2826,0.0579617
11019,0.2827,0.0579617
11020,0.2828,0.0579617
11021,0.2829,0.0579617
11022,0.283,0.0579617
11023,0.2831,0.0579617
11024,0.2832,0.0579617
11025,0.2833,0.0579617
11026,0.2834,0.0579617
11027,0.2835,0.0579617
11028,0.2836,0.0579617
11029,0.2837,0.0579617
11030,0.2838,0.0579617
11031,0.2839,0.0579617
11032,0.284,0.0579617
11033,0.2841,0.0579617
11034,0.2842,0.0579617
11035,0.2843,0.0579617
11036,0.2844,0.0579617
11037,0.2845,0.0579617
11038,0.2846,0.0579617
11039,0.2847,0.0579617
11040,0.2848,0.0579617
11041,0.2849,0.0579617
11042,0.285,0.0579617
11043,0.2851,0.0579617
11044,0.2852,0.0579617
11045,0.2853,0.0579617
11046,0.2854,0.0579617
11047,0.2855,0.0579617
11048,0.2856,0.0579617
11049,0.2857,0.0579617
11050,0.2858,0.0579617
11051,0.2859,0.0579617
11052,0.286,0.0579617
11053,0.2861,0.0579617
11054,0.2862,0.0579617
11055,0.2863,0.0579617
11056,0.2864,0.0579617
11057,0.2865,0.0579617
11058,0.2866,0.0579617
11059,0.2867,0.0579617
11060,0.2868,0.0579617
11061,0.2869,0.0579617
11062,0.287,0.0579617
11063,0.2871,0.0579617
11064,0.2872,0.0579617
11065,0.2873,0.0579617
11066,0.2874,0.0579617
11067,0.2875,0.0579617
11068,0.2876,0.0579617
11069,0.2877,0.0579617
11070,0.2878,0.0579617
11071,0.2879,0.0579617
11072,0.288,0.0579617
11073,0.2881,0.0579617
11074,0.2882,0.0579617
11075,0.2883,0.0579617
11076,0.2884,0.0579617
11077,0.2885,0.0579617
11078,0.2886,0.0579617
11079,0.2887,0.0579617
11080,0.2888,0.0579617
11081,0.2889,0.0579617
11082,0.289,0.0579617
11083,0.2891,0.0579617
11084,0.2892,0.0579617
11085,0.2893,0.0579617
11086,0.2894,0.0579617
11087,0.2895,0.0579617
11088,0.2896,0.0579617
11089,0.2897,0.0579617
11090,0.2898,0.0579617
11091,0.2899,0.0579617
11092,0.29,0.0579617
11093,0.2901,0.0579617
11094,0.2902,0.0579617
11095,0.2903,0.0579617
11096,0.2904,0.0579617
11097,0.2905,0.0579617
11098,0.2906,0.0579617
11099,0.2907,0.0579617
11100,0.2908,0.0579617
11101,0.2909,0.0579617
11102,0.291,0.0579617
11103,0.2911,0.0579617
11104,0.2912,0.0579617
11105,0.2913,0.0579617
11106,0.2914,0.0579617
11107,0.2915,0.0579617
11108,0.2916,0.0579617
11109,0.2917,0.0579617
11110,0.2918,0.0579617
11111,0.2919,0.0579617
11112,0.292,0.0579617
11113,0.2921,0.0579617
11114,0.2922,0.0579617
11115,0.2923,0.0579617
11116,0.2924,0.0579617
11117,0.2925,0.0579617
11118,0.2926,0.0579617
11119,0.2927,0.0579617
11120,0.2928,0.0579617
11121,0.2929,0.0579617
11122,0.293,0.0579617
11123,0.2931,0.0579617
11124,0.2932,0.0579617
11125,0.2933,0.0579617
11126,0.2934,0.0579617
11127,0.2935,0.0579617
11128,0.2936,0.0579617
11129,0.2937,0.0579617
11130,0.2938,0.0579617
11131,0.2939,0.0579617
11132,0.294,0.0579617
11133,0.2941,0.0579617
11134,0.2942,0.0579617
11135,0.2943,0.0579617
11136,0.2944,0.0579617
11137,0.2945,0.0579617
11138,0.2946,0.0579617
11139,0.2947,0.0579617
11140,0.2948,0.0579617
11141,0.2949,0.0579617
11142,0.295,0.0579617
11143,0.2951,0.0579617
11144,0.2952,0.0579617
11145,0.2953,0.0579617
11146,0.2954,0.0579617
11147,0.2955,0.0579617
11148,0.2956,0.0579617
11149,0.2957,0.0579617
11150,0.2958,0.0579617
11151,0.2959,0.0579617
11152,0.296,0.0579617
11153,0.2961,0.0579617
11154,0.2962,0.0579617
11155,0.2963,0.0579617
11156,0.2964,0.0579617
11157,0.2965,0.0579617
11158,0.2966,0.0579617
11159,0.2967,0.0579617
11160,0.2968,0.0579617
11161,0.2969,0.0579617
11162,0.297,0.0579617
11163,0.2971,0.0579617
11164,0.2972,0.0579617
11165,0.2973,0.0579617
11166,0.2974,0.0579617
11167,0.2975,0.0579617
11168,0.2976,0.0579617
11169,0.2977,0.0579617
11170,0.2978,0.0579617
11171,0.2979,0.0579617
11172,0.298,0.0579617
11173,0.2981,0.0579617
11174,0.2982,0.0579617
11175,0.2983,0.0579617
11176,0.2984,0.0579617
11177,0.2985,0.0579617
11178,0.2986,0.0579617
11179,0.2987,0.0579617
11180,0.2988,0.0579617
11181,0.2989,0.0579617
11182,0.299,0.0579617
11183,0.2991,0.0579617
11184,0.2992,0.0579617
11185,0.2993,0.0579617
11186,0.2994,0.0579617
11187,0.2995,0.0579617
11188,0.2996,0.0579617
11189,0.2997,0.0579617
11190,0.2998,0.0579617
11191,0.2999,0.0579617
11192,0.3,0.0579617
11193,0.3001,0.0579617
11194,0.3002,0.0579617
11195,0.3003,0.0579617
11196,0.3004,0.0579617
11197,0.3005,0.0579617
11198,0.3006,0.0579617
11199,0.3007,0.0579617
11200,0.3008,0.0579617
11201,0.3009,0.0579617
11202,0.301,0.0579617
11203,0.3011,0.0579617
11204,0.3012,0.0579617
11205,0.3013,0.0579617
11206,0.3014,0.0579617
11207,0.3015,0.0579617
11208,0.3016,0.0579617
11209,0.3017,0.0579617
11210,0.3018,0.0579617
11211,0.3019,0.0579617
11212,0.302,0.0579617
11213,0.3021,0.0579617
11214,0.3022,0.0579617
11215,0.3023,0.0579617
11216,0.3024,0.0579617
11217,0.3025,0.0579617
11218,0.3026,0.0579617
11219,0.3027,0.0579617
11220,0.3028,0.0579617
11221,0.3029,0.0579617
11222,0.303,0.0579617
11223,0.3031,0.0579617
11224,0.3032,0.0579617
11225,0.3033,0.0579617
11226,0.3034,0.0579617
11227,0.3035,0.0579617
11228,0.3036,0.0579617
11229,0.3037,0.0579617
11230,0.3038,0.0579617
11231,0.3039,0.0579617
11232,0.304,0.0579617
11233,0.3041,0.0579617
11234,0.3042,0.0579617
11235,0.3043,0.0579617
11236,0.3044,0.0579617
11237,0.3045,0.0579617
11238,0.3046,0.0579617
11239,0.3047,0.0579617
11240,0.3048,0.0579617
11241,0.3049,0.0579617
11242,0.305,0.0579617
11243,0.3051,0.0579617
11244,0.3052,0.0579617
11245,0.3053,0.0579617
11246,0.3054,0.0579617
11247,0.3055,0.0579617
11248,0.3056,0.0579617
11249,0.3057,0.0579617
11250,0.3058,0.0579617
11251,0.3059,0.0579617
11252,0.306,0.0579617
11253,0.3061,0.0579617
11254,0.3062,0.0579617
11255,0.3063,0.0579617
11256,0.3064,0.0579617
11257,0.3065,0.0579617
11258,0.3066,0.0579617
11259,0.3067,0.0579617
11260,0.3068,0.0579617
11261,0.3069,0.0579617
11262,0.307,0.0579617
11263,0.3071,0.0579617
11264,0.3072,0.0579617
11265,0.3073,0.0579617
11266,0.3074,0.0579617
11267,0.3075,0.0579617
11268,0.3076,0.0579617
11269,0.3077,0.0579617
11270,0.3078,0.0579617
11271,0.3079,0.0579617
11272,0.308,0.0579617
11273,0.3081,0.0579617
11274,0.3082,0.0579617
11275,0.3083,0.0579617
11276,0.3084,0.0579617
11277,0.3085,0.0579617
11278,0.3086,0.0579617
11279,0.3087,0.0579617
11280,0.3088,0.0579617
11281,0.3089,0.0579617
11282,0.309,0.0579617
11283,0.3091,0.0579617
11284,0.3092,0.0579617
11285,0.3093,0.0579617
11286,0.3094,0.0579617
11287,0.3095,0.0579617
11288,0.3096,0.0579617
11289,0.3097,0.0579617
11290,0.3098,0.0579617
11291,0.3099,0.0579617
11292,0.31,0.0579617
11293,0.3101,0.0579617
11294,0.3102,0.0579617
11295,0.3103,0.0579617
11296,0.3104,0.0579617
11297,0.3105,0.0579617
11298,0.3106,0.0579617
11299,0.3107,0.0579617
11300,0.3108,0.0579617
11301,0.3109,0.0579617
11302,0.311,0.0579617
11303,0.3111,0.0579617
11304,0.3112,0.0579617
11305,0.3113,0.0579617
11306,0.3114,0.0579617
11307,0.3115,0.0579617
11308,0.3116,0.0579617
11309,0.3117,0.0579617
11310,0.3118,0.0579617
11311,0.3119,0.0579617
11312,0.312,0.0579617
11313,0.3121,0.0579617
11314,0.3122,0.0579617
11315,0.3123,0.0579617
11316,0.3124,0.0579617
11317,0.3125,0.0579617
11318,0.3126,0.0579617
11319,0.3127,0.0579617
11320,0.3128,0.0579617
11321,0.3129,0.0579617
11322,0.313,0.0579617
11323,0.3131,0.0579617
11324,0.3132,0.0579617
11325,0.3133,0.0579617
11326,0.3134,0.0579617
11327,0.3135,0.0579617
11328,0.3136,0.0579617
11329,0.3137,0.0579617
11330,0.3138,0.0579617
11331,0.3139,0.0579617
11332,0.314,0.0579617
11333,0.3141,0.0579617
11334,0.3142,0.0579617
11335,0.3143,0.0579617
11336,0.3144,0.0579617
11337,0.3145,0.0579617
11338,0.3146,0.0579617
11339,0.3147,0.0579617
11340,0.3148,0.0579617
11341,0.3149,0.0579617
11342,0.315,0.0579617
11343,0.3151,0.0579617
11344,0.3152,0.0579617
11345,0.3153,0.0579617
11346,0.3154,0.0579617
11347,0.3155,0.0579617
11348,0.3156,0.0579617
11349,0.3157,0.0579617
11350,0.3158,0.0579617
11351,0.3159,0.0579617
11352,0.316,0.0579617
11353,0.3161,0.0579617
11354,0.3162,0.0579617
11355,0.3163,0.0579617
11356,0.3164,0.0579617
11357,0.3165,0.0579617
11358,0.3166,0.0579617
11359,0.3167,0.0579617
11360,0.3168,0.0579617
11361,0.3169,0.0579617
11362,0.317,0.0579617
11363,0.3171,0.0579617
11364,0.3172,0.0579617
11365,0.3173,0.0579617
11366,0.3174,0.0579617
11367,0.3175,0.0579617
11368,0.3176,0.0579617
11369,0.3177,0.0579617
11370,0.3178,0.0579617
11371,0.3179,0.0579617
11372,0.318,0.0579617
11373,0.3181,0.0579617
11374,0.3182,0.0579617
11375,0.3183,0.0579617
11376,0.3184,0.0579617
11377,0.3185,0.0579617
11378,0.3186,0.0579617
11379,0.3187,0.0579617
11380,0.3188,0.0579617
11381,0.3189,0.0579617
11382,0.319,0.0579617
11383,0.3191,0.0579617
11384,0.3192,0.0579617
11385,0.3193,0.0579617
11386,0.3194,0.0579617
11387,0.3195,0.0579617
11388,0.3196,0.0579617
11389,0.3197,0.0579617
11390,0.3198,0.0579617
11391,0.3199,0.0579617
11392,0.32,0.0579617
11393,0.3201,0.0579617
11394,0.3202,0.0579617
11395,0.3203,0.0579617
11396,0.3204,0.0579617
11397,0.3205,0.0579617
11398,0.3206,0.0579617
11399,0.3207,0.0579617
11400,0.3208,0.0579617
11401,0.3209,0.0579617
11402,0.321,0.0579617
11403,0.3211,0.0579617
11404,0.3212,0.0579617
11405,0.3213,0.0579617
11406,0.3214,0.0579617
11407,0.3215,0.0579617
11408,0.3216,0.0579617
11409,0.3217,0.0579617
11410,0.3218,0.0579617
11411,0.3219,0.0579617
11412,0.322,0.0579617
11413,0.3221,0.0579617
11414,0.3222,0.0579617
11415,0.3223,0.0579617
11416,0.3224,0.0579617
11417,0.3225,0.0579617
11418,0.3226,0.0579617
11419,0.3227,0.0579617
11420,0.3228,0.0579617
11421,0.3229,0.0579617
11422,0.323,0.0579617
11423,0.3231,0.0579617
11424,0.3232,0.0579617
11425,0.3233,0.0579617
11426,0.3234,0.0579617
11427,0.3235,0.0579617
11428,0.3236,0.0579617
11429,0.3237,0.0579617
11430,0.3238,0.0579617
11431,0.3239,0.0579617
11432,0.324,0.0579617
11433,0.3241,0.0579617
11434,0.3242,0.0579617
11435,0.3243,0.0579617
11436,0.3244,0.0579617
11437,0.3245,0.0579617
11438,0.3246,0.0579617
11439,0.3247,0.0579617
11440,0.3248,0.0579617
11441,0.3249,0.0579617
11442,0.325,0.0579617
11443,0.3251,0.0579617
11444,0.3252,0.0579617
11445,0.3253,0.0579617
11446,0.3254,0.0579617
11447,0.3255,0.0579617
11448,0.3256,0.0579617
11449,0.3257,0.0579617
11450,0.3258,0.0579617
11451,0.3259,0.0579617
11452,0.326,0.0579617
11453,0.3261,0.0579617
11454,0.3262,0.0579617
11455,0.3263,0.0579617
11456,0.3264,0.0579617
11457,0.3265,0.0579617
11458,0.3266,0.0579617
11459,0.3267,0.0579617
11460,0.3268,0.0579617
11461,0.3269,0.0579617
11462,0.327,0.0579617
11463,0.3271,0.0579617
11464,0.3272,0.0579617
11465,0.3273,0.0579617
11466,0.3274,0.0579617
11467,0.3275,0.0579617
11468,0.3276,0.0579617
11469,0.3277,0.0579617
11470,0.3278,0.0579617
11471,0.3279,0.0579617
11472,0.328,0.0579617
11473,0.3281,0.0579617
11474,0.3282,0.0579617
11475,0.3283,0.0579617
11476,0.3284,0.0579617
11477,0.3285,0.0579617
11478,0.3286,0.0579617
11479,0.3287,0.0579617
11480,0.3288,0.0579617
11481,0.3289,0.0579617
11482,0.329,0.0579617
11483,0.3291,0.0579617
11484,0.3292,0.0579617
11485,0.3293,0.0579617
11486,0.3294,0.0579617
11487,0.3295,0.0579617
11488,0.3296,0.0579617
11489,0.3297,0.0579617
11490,0.3298,0.0579617
11491,0.3299,0.0579617
11492,0.33,0.0579617
11493,0.3301,0.0579617
11494,0.3302,0.0579617
11495,0.3303,0.0579617
11496,0.3304,0.0579617
11497,0.3305,0.0579617
11498,0.3306,0.0579617
11499,0.3307,0.0579617
11500,0.3308,0.0579617
11501,0.3309,0.0579617
11502,0.331,0.0579617
11503,0.3311,0.0579617
11504,0.3312,0.0579617
11505,0.3313,0.0579617
11506,0.3314,0.0579617
11507,0.3315,0.0579617
11508,0.3316,0.0579617
11509,0.3317,0.0579617
11510,0.3318,0.0579617
11511,0.3319,0.0579617
11512,0.332,0.0579617
11513,0.3321,0.0579617
11514,0.3322,0.0579617
11515,0.3323,0.0579617
11516,0.3324,0.0579617
11517,0.3325,0.0579617
11518,0.3326,0.0579617
11519,0.3327,0.0579617
11520,0.3328,0.0579617
11521,0.3329,0.0579617
11522,0.333,0.0579617
11523,0.3331,0.0579617
11524,0.3332,0.0579617
11525,0.3333,0.0579617
11526,0.3334,0.0579617
11527,0.3335,0.0579617
11528,0.3336,0.0579617
11529,0.3337,0.0579617
11530,0.3338,0.0579617
11531,0.3339,0.0579617
11532,0.334,0.0579617
11533,0.3341,0.0579617
11534,0.3342,0.0579617
11535,0.3343,0.0579617
11536,0.3344,0.0579617
11537,0.3345,0.0579617
11538,0.3346,0.0579617
11539,0.3347,0.0579617
11540,0.3348,0.0579617
11541,0.3349,0.0579617
11542,0.335,0.0579617
11543,0.3351,0.0579617
11544,0.3352,0.0579617
11545,0.3353,0.0579617
11546,0.3354,0.0579617
11547,0.3355,0.0579617
11548,0.3356,0.0579617
11549,0.3357,0.0579617
11550,0.3358,0.0579617
11551,0.3359,0.0579617
11552,0.336,0.0579617
11553,0.3361,0.0579617
11554,0.3362,0.0579617
11555,0.3363,0.0579617
11556,0.3364,0.0579617
11557,0.3365,0.0579617
11558,0.3366,0.0579617
11559,0.3367,0.0579617
11560,0.3368,0.0579617
11561,0.3369,0.0579617
11562,0.337,0.0579617
11563,0.3371,0.0579617
11564,0.3372,0.0579617
11565,0.3373,0.0579617
11566,0.3374,0.0579617
11567,0.3375,0.0579617
11568,0.3376,0.0579617
11569,0.3377,0.0579617
11570,0.3378,0.0579617
11571,0.3379,0.0579617
11572,0.338,0.0579617
11573,0.3381,0.0579617
11574,0.3382,0.0579617
11575,0.3383,0.0579617
11576,0.3384,0.0579617
11577,0.3385,0.0579617
11578,0.3386,0.0579617
11579,0.3387,0.0579617
11580,0.3388,0.0579617
11581,0.3389,0.0579617
11582,0.339,0.0579617
11583,0.3391,0.0579617
11584,0.3392,0.0579617
11585,0.3393,0.0579617
11586,0.3394,0.0579617
11587,0.3395,0.0579617
11588,0.3396,0.0579617
11589,0.3397,0.0579617
11590,0.3398,0.0579617
11591,0.3399,0.0579617
11592,0.34,0.0579617
11593,0.3401,0.0579617
11594,0.3402,0.0579617
11595,0.3403,0.0579617
11596,0.3404,0.0579617
11597,0.3405,0.0579617
11598,0.3406,0.0579617
11599,0.3407,0.0579617
11600,0.3408,0.0579617
11601,0.3409,0.0579617
11602,0.341,0.0579617
11603,0.3411,0.0579617
11604,0.3412,0.0579617
11605,0.3413,0.0579617
11606,0.3414,0.0579617
11607,0.3415,0.0579617
11608,0.3416,0.0579617
11609,0.3417,0.0579617
11610,0.3418,0.0579617
11611,0.3419,0.0579617
11612,0.342,0.0579617
11613,0.3421,0.0579617
11614,0.3422,0.0579617
11615,0.3423,0.0579617
11616,0.3424,0.0579617
11617,0.3425,0.0579617
11618,0.3426,0.0579617
11619,0.3427,0.0579617
11620,0.3428,0.0579617
11621,0.3429,0.0579617
11622,0.343,0.0579617
11623,0.3431,0.0579617
11624,0.3432,0.0579617
11625,0.3433,0.0579617
11626,0.3434,0.0579617
11627,0.3435,0.0579617
11628,0.3436,0.0579617
11629,0.3437,0.0579617
11630,0.3438,0.0579617
11631,0.3439,0.0579617
11632,0.344,0.0579617
11633,0.3441,0.0579617
11634,0.3442,0.0579617
11635,0.3443,0.0579617
11636,0.3444,0.0579617
11637,0.3445,0.0579617
11638,0.3446,0.0579617
11639,0.3447,0.0579617
11640,0.3448,0.0579617
11641,0.3449,0.0579617
11642,0.345,0.0579617
11643,0.3451,0.0579617
11644,0.3452,0.0579617
11645,0.3453,0.0579617
11646,0.3454,0.0579617
11647,0.3455,0.0579617
11648,0.3456,0.0579617
11649,0.3457,0.0579617
11650,0.3458,0.0579617
11651,0.3459,0.0579617
11652,0.346,0.0579617
11653,0.3461,0.0579617
11654,0.3462,0.0579617
11655,0.3463,0.0579617
11656,0.3464,0.0579617
11657,0.3465,0.0579617
11658,0.3466,0.0579617
11659,0.3467,0.0579617
11660,0.3468,0.0579617
11661,0.3469,0.0579617
11662,0.347,0.0579617
11663,0.3471,0.0579617
11664,0.3472,0.0579617
11665,0.3473,0.0579617
11666,0.3474,0.0579617
11667,0.3475,0.0579617
11668,0.3476,0.0579617
11669,0.3477,0.0579617
11670,0.3478,0.0579617
11671,0.3479,0.0579617
11672,0.348,0.0579617
11673,0.3481,0.0579617
11674,0.3482,0.0579617
11675,0.3483,0.0579617
11676,0.3484,0.0579617
11677,0.3485,0.0579617
11678,0.3486,0.0579617
11679,0.3487,0.0579617
11680,0.3488,0.0579617
11681,0.3489,0.0579617
11682,0.349,0.0579617
11683,0.3491,0.0579617
11684,0.3492,0.0579617
11685,0.3493,0.0579617
11686,0.3494,0.0579617
11687,0.3495,0.0579617
11688,0.3496,0.0579617
11689,0.3497,0.0579617
11690,0.3498,0.0579617
11691,0.3499,0.0579617
11692,0.35,0.0579617
11693,0.3501,0.0579617
11694,0.3502,0.0579617
11695,0.3503,0.0579617
11696,0.3504,0.0579617
11697,0.3505,0.0579617
11698,0.3506,0.0579617
11699,0.3507,0.0579617
11700,0.3508,0.0579617
11701,0.3509,0.0579617
11702,0.351,0.0579617
11703,0.3511,0.0579617
11704,0.3512,0.0579617
11705,0.3513,0.0579617
11706,0.3514,0.0579617
11707,0.3515,0.0579617
11708,0.3516,0.0579617
11709,0.3517,0.0579617
11710,0.3518,0.0579617
11711,0.3519,0.0579617
11712,0.352,0.0579617
11713,0.3521,0.0579617
11714,0.3522,0.0579617
11715,0.3523,0.0579617
11716,0.3524,0.0579617
11717,0.3525,0.0579617
11718,0.3526,0.0579617
11719,0.3527,0.0579617
11720,0.3528,0.0579617
11721,0.3529,0.0579617
11722,0.353,0.0579617
11723,0.3531,0.0579617
11724,0.3532,0.0579617
11725,0.3533,0.0579617
11726,0.3534,0.0579617
11727,0.3535,0.0579617
11728,0.3536,0.0579617
11729,0.3537,0.0579617
11730,0.3538,0.0579617
11731,0.3539,0.0579617
11732,0.354,0.0579617
11733,0.3541,0.0579617
11734,0.3542,0.0579617
11735,0.3543,0.0579617
11736,0.3544,0.0579617
11737,0.3545,0.0579617
11738,0.3546,0.0579617
11739,0.3547,0.0579617
11740,0.3548,0.0579617
11741,0.3549,0.0579617
11742,0.355,0.0579617
11743,0.3551,0.0579617
11744,0.3552,0.0579617
11745,0.3553,0.0579617
11746,0.3554,0.0579617
11747,0.3555,0.0579617
11748,0.3556,0.0579617
11749,0.3557,0.0579617
11750,0.3558,0.0579617
11751,0.3559,0.0579617
11752,0.356,0.0579617
11753,0.3561,0.0579617
11754,0.3562,0.0579617
11755,0.3563,0.0579617
11756,0.3564,0.0579617
11757,0.3565,0.0579617
11758,0.3566,0.0579617
11759,0.3567,0.0579617
11760,0.3568,0.0579617
11761,0.3569,0.0579617
11762,0.357,0.0579617
11763,0.3571,0.0579617
11764,0.3572,0.0579617
11765,0.3573,0.0579617
11766,0.3574,0.0579617
11767,0.3575,0.0579617
11768,0.3576,0.0579617
11769,0.3577,0.0579617
11770,0.3578,0.0579617
11771,0.3579,0.0579617
11772,0.358,0.0579617
11773,0.3581,0.0579617
11774,0.3582,0.0579617
11775,0.3583,0.0579617
11776,0.3584,0.0579617
11777,0.3585,0.0579617
11778,0.3586,0.0579617
11779,0.3587,0.0579617
11780,0.3588,0.0579617
11781,0.3589,0.0579617
11782,0.359,0.0579617
11783,0.3591,0.0579617
11784,0.3592,0.0579617
11785,0.3593,0.0579617
11786,0.3594,0.0579617
11787,0.3595,0.0579617
11788,0.3596,0.0579617
11789,0.3597,0.0579617
11790,0.3598,0.0579617
11791,0.3599,0.0579617
11792,0.36,0.0579617
11793,0.3601,0.0579617
11794,0.3602,0.0579617
11795,0.3603,0.0579617
11796,0.3604,0.0579617
11797,0.3605,0.0579617
11798,0.3606,0.0579617
11799,0.3607,0.0579617
11800,0.3608,0.0579617
11801,0.3609,0.0579617
11802,0.361,0.0579617
11803,0.3611,0.0579617
11804,0.3612,0.0579617
11805,0.3613,0.0579617
11806,0.3614,0.0579617
11807,0.3615,0.0579617
11808,0.3616,0.0579617
11809,0.3617,0.0579617
11810,0.3618,0.0579617
11811,0.3619,0.0579617
11812,0.362,0.0579617
11813,0.3621,0.0579617
11814,0.3622,0.0579617
11815,0.3623,0.0579617
11816,0.3624,0.0579617
11817,0.3625,0.0579617
11818,0.3626,0.0579617
11819,0.3627,0.0579617
11820,0.3628,0.0579617
11821,0.3629,0.0579617
11822,0.363,0.0579617
11823,0.3631,0.0579617
11824,0.3632,0.0579617
11825,0.3633,0.0579617
11826,0.3634,0.0579617
11827,0.3635,0.0579617
11828,0.3636,0.0579617
11829,0.3637,0.0579617
11830,0.3638,0.0579617
11831,0.3639,0.0579617
11832,0.364,0.0579617
11833,0.3641,0.0579617
11834,0.3642,0.0579617
11835,0.3643,0.0579617
11836,0.3644,0.0579617
11837,0.3645,0.0579617
11838,0.3646,0.0579617
11839,0.3647,0.0579617
11840,0.3648,0.0579617
11841,0.3649,0.0579617
11842,0.365,0.0579617
11843,0.3651,0.0579617
11844,0.3652,0.0579617
11845,0.3653,0.0579617
11846,0.3654,0.0579617
11847,0.3655,0.0579617
11848,0.3656,0.0579617
11849,0.3657,0.0579617
11850,0.3658,0.0579617
11851,0.3659,0.0579617
11852,0.366,0.0579617
11853,0.3661,0.0579617
11854,0.3662,0.0579617
11855,0.3663,0.0579617
11856,0.3664,0.0579617
11857,0.3665,0.0579617
11858,0.3666,0.0579617
11859,0.3667,0.0579617
11860,0.3668,0.0579617
11861,0.3669,0.0579617
11862,0.367,0.0579617
11863,0.3671,0.0579617
11864,0.3672,0.0579617
11865,0.3673,0.0579617
11866,0.3674,0.0579617
11867,0.3675,0.0579617
11868,0.3676,0.0579617
11869,0.3677,0.0579617
11870,0.3678,0.0579617
11871,0.3679,0.0579617
11872,0.368,0.0579617
11873,0.3681,0.0579617
11874,0.3682,0.0579617
11875,0.3683,0.0579617
11876,0.3684,0.0579617
11877,0.3685,0.0579617
11878,0.3686,0.0579617
11879,0.3687,0.0579617
11880,0.3688,0.0579617
11881,0.3689,0.0579617
11882,0.369,0.0579617
11883,0.3691,0.0579617
11884,0.3692,0.0579617
11885,0.3693,0.0579617
11886,0.3694,0.0579617
11887,0.3695,0.0579617
11888,0.3696,0.0579617
11889,0.3697,0.0579617
11890,0.3698,0.0579617
11891,0.3699,0.0579617
11892,0.37,0.0579617
11893,0.3701,0.0579617
11894,0.3702,0.0579617
11895,0.3703,0.0579617
11896,0.3704,0.0579617
11897,0.3705,0.0579617
11898,0.3706,0.0579617
11899,0.3707,0.0579617
11900,0.3708,0.0579617
11901,0.3709,0.0579617
11902,0.371,0.0579617
11903,0.3711,0.0579617
11904,0.3712,0.0579617
11905,0.3713,0.0579617
11906,0.3714,0.0579617
11907,0.3715,0.0579617
11908,0.3716,0.0579617
11909,0.3717,0.0579617
11910,0.3718,0.0579617
11911,0.3719,0.0579617
11912,0.372,0.0579617
11913,0.3721,0.0579617
11914,0.3722,0.0579617
11915,0.3723,0.0579617
11916,0.3724,0.0579617
11917,0.3725,0.0579617
11918,0.3726,0.0579617
11919,0.3727,0.0579617
11920,0.3728,0.0579617
11921,0.3729,0.0579617
11922,0.373,0.0579617
11923,0.3731,0.0579617
11924,0.3732,0.0579617
11925,0.3733,0.0579617
11926,0.3734,0.0579617
11927,0.3735,0.0579617
11928,0.3736,0.0579617
11929,0.3737,0.0579617
11930,0.3738,0.0579617
11931,0.3739,0.0579617
11932,0.374,0.0579617
11933,0.3741,0.0579617
